Kapitel;Titel;FKZ;Zweckbestimmung;Ist 2015 in T€;Soll 2016 in T€;Ansatz 2017 in T€
1313;68602;332;An die Stiftung Naturschutz Schleswig-Holstein für die Vergabe von Werkverträgen zum Flächenmanagement;0,0;0,0;0,0
1313;68604;332;An Vereine, Verbände und Sonstige für nicht investive Maßnahmen i.R. der Umsetzung von NATURA 2000 für Projekte in Bereichen des Natur-und Artenschutzes;5,0;0,0;0,0
1313;68605;332;An Stiftungen und Sonstige für Maßnahmen des Natur- und Artenschutzes;887,9;600,0;400,0
1313;68606;332;An die Stiftung Naturschutz Schleswig-Holstein für die Vergabe von Werkverträgen zum Flächenmanagement;0,7;50,3;50,0
1313;68608;332;An Vereine, Verbände, Gebietskörperschaften, Stiftungen und Sonstige für nichtinvestive Maßnahmen i.R. der Umsetzung von NATURA 2000 für Projekte in Bereichen des Natur- und Artenschutzes in der NATURA 2000 Gebietskulisse;610,6;850,0;850,0
1313;68623;332;Entschädigungen für Nutzungsbeschränkungen im Rahmen des Halligprogramms;0,0;0,0;0,0
1313;68624;332;Entschädigungen für Nutzungsbeschränkungen im Rahmen des Halligprogramms;116,6;0,0;0,0
1313;68625;332;Entschädigungen für Nutzungsbeschränkungen im Rahmen des Halligprogramms;0,0;0,0;0,0
1313;75201;332;Anlage, Regeneration und Verbund von Biotopen i. R. des Biotopverbundsystems und für die Umsetzung von NATURA 2000;0,0;0,0;0,0
1313;75203;332;Anlage, Regeneration und Verbund von Biotopen i. R. des Biotopverbundsystems und für die Umsetzung von NATURA 2000;236,6;700,0;700,0
1313;75223;332;Anlage und Verbund von Biotopen im Rahmen des Vertragsnaturschutzes;115,7;250,0;250,0
1313;81172;332;Erwerb von Dienstfahrzeugen;31,7;0,0;20,0
1313;81272;332;Erwerb von Geräten und Ausrüstungsgegenständen;0,0;22,5;52,5
1313;82103;332;Erwerb von Grundstücken und Übernahme von baulichen Anlagen;0,0;0,0;0,0
1313;88301;332;An Kreise und Gemeinden für investive Maßnahmen des Biologischen Flächenschutzes und Artenschutzes und für die Umsetzung von NATURA 2000;-200,1;0,0;0,0
1313;88303;332;An Kreise und Gemeinden für investive Maßnahmen des Biologischen Flächenschutzes und Artenschutzes und für die Umsetzung von NATURA 2000;1.665,1;1.500,0;1.500,0
1313;88701;332;An Teilnehmergemeinschaften u. sonstige Zweckverbände f. investive Schutzmaßnahmen und für die Umsetzung von NATURA 2000;0,0;0,0;0,0
1313;88703;332;An Teilnehmergemeinschaften u. sonstige Zweckverbände f. investive Schutzmaßnahmen und für die Umsetzung von NATURA 2000;1.005,9;1.600,0;1.500,0
1313;89301;332;An Stiftungen und Sonstige für Grundstücksankäufe auch im Rahmen von Natura 2000;-250,7;0,0;0,0
1313;89302;332;An Stiftungen und Sonstige für investive Maßnahmen auch f.d. Umsetzung von NATURA 2000;0,0;0,0;0,0
1313;89304;332;An Stiftungen und Sonstige für Grundstücksankäufe auch im Rahmen von Natura 2000;2.111,3;900,0;600,0
1313;89305;332;An Vereine, Verbände und Sonstige f. investive Maßnahmen zur Errichtung/Erhaltung von Umweltinformationseinrichtungen;0,0;0,0;0,0
1313;89306;332;An Stiftungen und Sonstige f. investive Maßnahmen auch für d. Umsetzung von Natura 2000 sowie des Artenschutzes i.R. der FFH-Richtlinie und EU-Vogelschutzrichtlinie;3.582,3;1.809,0;2.109,0
1313;89401;332;An die Stiftung Naturschutz zur Aufstockung des Grundkapitals;-11,5;0,0;0,0
1313;89402;332;An die Stiftung Naturschutz Schleswig-Holstein für sonstige investive Maßnahmen;240,0;240,0;240,0
1313;89403;332;An die Stiftung Naturschutz f. investive Maßnahmen zur Umsetzung des Moorschutzprogramms;175,4;700,0;700,0
1313;89404;332;An die Stiftung Naturschutz zur Erstattung der Kosten für Grundlasten und der Verwaltungskosten bei Grunderwerb;196,8;360,0;360,0
1313;91605;851;"Zuführung an die Rücklage ""Sabbatjahr""";0,0;0,0;0,0
1314;09902;623;Einnahmen aus der Grundwasserentnahmeabgabe;0,0;0,0;0,0
1314;09904;512;Einnahmen aus der Jagdabgabe;719,6;820,0;730,0
1314;09907;623;Einnahmen aus der Landeswasserabgabe;0,0;575,0;575,0
1314;11101;512;Gebühren und tarifliche Entgelte;27,2;20,0;20,0
1314;11998;512;Einnahmen aus Ausgleichszahlungen;23,2;25,0;25,0
1314;12101;512;Abführung der SHLF AöR an den Landeshaushalt;100,0;0,0;0,0
1314;28201;512;Kostenbeteiligung der Schleswig-Holsteinischen Landesforsten an dem Beitrag für die Nordwestdeutsche Forstliche Versuchsanstalt (NW-FVA);154,7;150,0;174,0
1314;38101;891;Erstattung der Verwaltungskosten für die Jagdabgabe;25,0;25,0;25,0
1314;42201;512;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;385,2;378,1;378,1
1314;42203;512;Anwärterbezüge der Beamtinnen und Beamten im Vorbereitungsdienst;0,0;0,0;0,0
1314;42204;512;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;480,7;464,2;464,2
1314;42701;512;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1314;42801;512;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;77,5;70,9;70,9
1314;42802;512;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;60,5;33,0;33,0
1314;51101;512;Geschäftsbedarf;5,3;8,0;8,0
1314;51401;512;Verbrauchsmittel, Haltung von Fahrzeugen u. dgl.;5,2;11,0;8,0
1314;52501;512;Kosten der Durchführung von Fachfortbildungen;0,3;3,0;3,0
1314;52603;512;Fachbeiräte und ähnliche Ausschüsse;0,0;1,2;1,2
1314;52701;512;Reisekosten;25,1;28,0;28,0
1314;53351;512;Forstliche Standortkartierung;28,6;31,2;31,2
1314;53352;512;Walderhebungen;0,6;10,0;7,1
1314;53501;512;Publikationen und Öffentlichkeitsarbeit insbesondere zur Umsetzung des Holzimpulsprogramms durch den Landesbeirat Forst- und Holzwirtschaft;0,0;5,1;11,0
1314;53670;512;Forschungsvorhaben;102,8;125,0;100,0
1314;54699;512;Vermischte Verwaltungsausgaben, Kassen- und Zahlstellenfehlbeträge;0,0;5,0;5,0
1314;54770;512;Nicht aufteilbare sächliche Verwaltungsausgaben;12,7;10,0;10,0
1314;63204;512;Beitrag für die Nordwestdeutsche Forstliche Versuchsanstalt;125,0;0,0;0,0
1314;63205;512;Beitrag für die Nordwestdeutsche Forstliche Versuchsanstalt (Landeswasserabgabe);430,0;558,0;582,0
1314;63403;512;Kostenerstattung für die Unterbringung der Unteren Forstbehörden;7,1;8,5;8,5
1314;67151;512;Erstattungen und Entschädigungen an Privatwaldbesitzer gemäß Landeswaldgesetz;0,0;0,0;0,0
1314;68101;512;Innovative Holznutzung;5,9;5,9;5,9
1314;68412;512;Institutionelle Förderung sowie Mitgliedsbeiträge an Vereine und Verbände auf dem Gebiet der Forst- und Holzwirtschaft;14,2;23,9;27,9
1314;68502;512;Zuweisungen an die Anstalt Schleswig-Holsteinische Landesforsten für Gemeinwohlleistungen;3.287,0;3.287,0;3.287,0
1314;68503;512;Zuweisungen an die Anstalt Schleswig-Holsteinische Landesforsten;0,0;0,0;0,0
1314;68504;512;Zuweisungen an die Anstalt Schleswig-Holsteinische Landesforsten für die Neuwaldbildung aus der Landeswasserabgabe;0,0;0,0;0,0
1314;68552;512;Erstattung der Kosten für die Durchführung der forstlichen Förderung und der EU-Kofinanzierung forstlicher Maßnahmen an die Landwirtschaftskammer;450,0;0,0;0,0
1314;68553;512;Erstattung der Kosten für die Durchführung der Förderung forstlicher Maßnahmen an die Landwirtschaftskammer;0,0;450,0;450,0
1314;68670;512;Förderungsmaßnahmen;595,7;660,0;595,0
1314;89301;512;Zuschüsse für Ersatzaufforstungsmaßnahmen an Sonstige;23,2;25,0;25,0
1314;98170;891;Erstattung der Verwaltungskosten für die Jagdabgabe;25,0;25,0;25,0
1315;09901;623;Einnahmen aus der Abwasserabgabe;10.047,4;8.740,0;8.740,0
1315;09902;623;Einnahmen aus Grundwasserentnahmeabgabe;118,8;0,0;0,0
1315;09905;623;Einnahmen aus der Oberflächenwasserabgabe;3,2;0,0;0,0
1315;09907;623;Einnahmen aus der Landeswasserabgabe;44.280,9;28.726,1;28.887,1
1315;11101;623;Gebühren und tarifliche Entgelte;3,9;3,4;3,9
1315;11902;623;Einnahmen aus dem Verkauf und Druck von Veröffentlichungen der LAWA;1,2;0,0;0,0
1315;23103;332;"Zuweisungen des Bundes f. das Projekt ""Vom Sediment zum Top Prädator (StopP)""";32,4;9,5;35,9
1315;23104;332;"Zuweisungen des Bundes für das Vorhaben ""Regionale Anpassungsstrategien für die Deutsche Ostseeküste (RADOST)""";0,0;0,0;0,0
1315;23105;016;Erstattung v. Verwaltungskosten f. Aufgaben des Bundesbeauftragten für Wasserbau (MELUR);124,1;205,0;205,0
1315;23106;016;Erstattung v. Verwaltungskosten f. Aufgaben d. zivilen u. militärischen Wasserbaus ohne Verkehrsbezug (LKN);1.950,8;2.773,0;3.690,0
1315;23201;332;Erstattung von Kosten f. Zwecke d. Bekämpfung von Meeresverschmutzungen durch die Küstenländer, sowie Kostenerstattung i.R. komplexer Schadenslagen durch die Abrechnungstelle des Bundes;4.887,6;5.431,0;5.402,9
1315;23203;623;Erstattung im Rahmen der Koordinierungsstelle Meeresschutz;81,7;86,2;86,2
1315;27101;332;"Sonstige Zuweisungen der EU für das INTERREG 5 B Projekt ""Baltic Slurry""";0,0;36,3;100,2
1315;28201;332;"Zuschuss d. Hanse-Wissenschaftskollegs z. Projekt ""Monitoringkonz. Deutsche Bucht-WIMO""";58,9;0,0;23,0
1315;28202;332;Einnahmen von der Hamburg Port Authorithy (HPA) im Zusammenhang mit der Verklappung von Baggergut;0,0;0,0;0,0
1315;28203;332;"Zuschuss d. Bundes für das Projekt ""Maßnahmen für einen nachhaltigen Umgang mit Pestiziden und deren Transformationsprodukten im Regionalen Wassermanagement- MUTReWA-";28,9;4,5;37,0
1315;28204;332;Einnahmen für Maßnahmen zur Ausgestaltung der Krabbenfischerei und Stärkung der Nationalpark-Region;0,0;0,0;1.500,0
1315;35901;851;Entnahme aus der Rücklage;2.348,0;0,0;0,0
1315;42201;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;2.288,4;2.305,4;2.305,4
1315;42203;623;Anwärterbezüge der Beamtinnen und Beamten im Vorbereitungsdienst;99,4;0,0;0,0
1315;42204;623;Bezüge und Nebenleistungen der Beamtinnen und Beamten;37,1;37,1;44,6
1315;42205;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;48,7;48,6;53,4
1315;42220;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;362,2;0,0;0,0
1315;42230;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;0,0;0,0;0,0
1315;42231;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;0,0;0,0;0,0
1315;42240;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;0,0;363,7;374,5
1315;42251;623;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;344,2;344,9;354,2
1315;42264;016;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;55,2;150,0;150,0
1315;42701;623;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1315;42702;623;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1315;42731;623;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1315;42734;623;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte für Arbeiten an Gewässern 1. Ordnung;0,0;0,0;0,0
1315;42740;623;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1315;42751;623;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1315;42754;623;Beschäftigungsentgelt an Vertretungs- und Aushilfskräfte für Arbeiten an Gewässern 1. Ordnung;0,0;0,0;0,0
1315;42801;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;1.994,4;1.939,9;1.989,9
1315;42803;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;481,4;467,5;620,4
1315;42820;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;1.883,1;0,0;0,0
1315;42830;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;0,0;0,0
1315;42831;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;0,0;0,0
1315;42840;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;83,5;1.891,7;2.018,8
1315;42851;623;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;428,7;408,1;447,2
1315;42861;332;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;0,0;0,0
1315;42862;332;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;31,1;7,5;34,4
1315;42863;332;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;31,1;0,0;15,0
1315;42864;016;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;0,0;0,0
1315;42865;332;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;14,7;0,0;35,0
1315;42866;332;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;17,1;68,3
1315;51101;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;0,0;0,0;0,0
1315;51105;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;38,1;39,3;42,0
1315;51109;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände sonstige Gebrauchsgegenstände;33,3;48,0;52,8
1315;51120;623;Geschäftsbedarf und Kommunikation, sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;0,0;0,0;0,0
1315;51121;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;2,9;0,0;0,0
1315;51122;644;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;1,8;0,0;0,0
1315;51131;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;0,0;0,0;0,0
1315;51140;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;0,0;0,0;0,0
1315;51141;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;0,0;5,0;5,0
1315;51142;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;0,0;2,5;2,5
1315;51151;623;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sowie sonstige Gebrauchsgegenstände;0,0;0,0;0,0
1315;52104;332;Betrieb und Unterhaltung von Geräten und Fahrzeugen zur Bekämpfung von Meeresverschmutzungen;3.169,0;3.187,4;3.240,3
1315;52504;332;Übungen und Schulungen der Küstenländer;712,3;900,0;940,0
1315;52603;332;Fachbeiräte und ähnliche Ausschüsse;4,1;5,0;5,0
1315;52604;623;Vorsitz der Bund/Länder-Arbeitsgemeinschaft Wasser (LAWA);84,5;0,0;0,0
1315;52630;623;Sachverständige, Gerichts- und ähnliche Kosten;0,0;0,0;0,0
1315;52640;623;Sachverständige, Gerichts- und ähnliche Kosten;0,0;0,0;0,0
1315;52720;623;Dienstreisen;8,3;0,0;0,0
1315;52740;623;Dienstreisen;0,0;13,0;13,0
1315;52764;016;Dienstreisen;0,1;2,0;2,0
1315;53301;623;Werkverträge für die Untersuchung neuer prioritärer Stoffe und Maßnahmen zur Umsetzung der WRRL;3,6;100,0;100,0
1315;53302;623;Ausgaben aufgrund von Werkverträgen für die Untersuchung in Küstengewässern zur Umsetzung der MSRL;315,6;500,0;500,0
1315;53308;332;Entnahme von Gewässerproben und Planktonsortierarbeiten;66,0;71,3;71,0
1315;53315;623;Werkverträge und andere Auftragsformen;73,9;86,0;92,0
1315;53318;623;Untersuchungsprogramme zur Beschaffenheit der Küstengewässer;1.073,8;828,0;896,0
1315;53326;623;Ausgaben aufgrund von Werkverträgen oder anderer Auftragsformen;129,4;0,0;0,0
1315;53327;165;Hydrogeologische Untersuchungen;150,5;0,0;0,0
1315;53328;623;Fachinformationssystem K3-Umwelt/WaFIS SH;174,8;0,0;0,0
1315;53329;644;Landwirtschaftliche Grundwasserschutzberatung;0,0;0,0;0,0
1315;53331;623;Erstellung von Programmen, Konzepten, Broschüren und Ähnlichem;0,0;0,0;0,0
1315;53332;623;Werkverträge und andere Auftragsformen;0,0;0,0;0,0
1315;53333;623;Fachinformationssystem K3 - Umwelt /WaFIS;0,0;0,0;0,0
1315;53334;623;Maßnahmen zur Verbesserung des Zustandes des Grundwassers;604,3;0,0;0,0
1315;53335;623;Ausgaben aufgrund von Werkverträgen i. Z. mit der Ausweisung von Überschwemmungsgebieten;0,0;0,0;0,0
1315;53336;623;Fachinformationssystem K3-Umwelt/WaFIS SH;881,1;1.048,6;972,9
1315;53337;623;Untersuchungsprogramme zur Beschaffenheit der Fließgewässer;573,5;674,0;675,9
1315;53342;623;Landwirtschaftliche Grundwasserschutzberatung;0,0;130,0;90,0
1315;53343;623;Maßnahmen zur Verbesserung des Zustandes des Grundwassers;487,9;2.410,0;2.440,0
1315;53346;623;Ausgaben aufgrund von Werkverträgen oder anderer Auftragsformen;0,0;30,0;30,0
1315;53347;623;Hydrogeologische Untersuchungen;0,0;46,0;31,0
1315;53348;623;Fachinformationssystem K3-Umwelt/WaFIS SH;0,0;184,9;202,4
1315;53351;623;Erstellung von Programmen , Konzepten und Ähnlichem;47,2;57,7;57,7
1315;53352;623;Werkverträge und andere Auftragsformen;413,4;511,2;480,0
1315;53353;623;Fachinformationssystem K3 - Umwelt / WaFIS SH;156,7;142,9;107,5
1315;53355;623;Ausgaben aufgrund von Werkverträgen i. Z. mit der Ausweisung von Überschwemmungsgebieten;29,9;135,0;160,0
1315;53361;332;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;0,0;0,0;0,0
1315;53365;332;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;9,5;2,5;0,0
1315;53366;332;Ausgaben auf Grund von Werkverträgen und anderen Auftragsformen;0,0;10,7;15,0
1315;53401;623;Kosten im Zusammenhang mit Meeressäugern;150,0;80,0;110,0
1315;53409;623;Untersuchungen über die Beschaffenheit der schleswig-holsteinischen Seen;296,8;325,0;372,0
1315;53421;623;Ausgaben für Aufträge an Unternehmen;197,5;0,0;0,0
1315;53443;623;Ausgaben für Aufträge an Unternehmen;0,0;164,0;241,0
1315;53503;623;Maßnahmen der Beratung zur Verringerung von Nährstoffeinträgen in Seen;47,8;30,0;30,0
1315;54601;332;"Ausgaben im Zusammenhang mit ""Munition im Meer""";32,1;48,0;48,0
1315;54702;623;Nicht aufteilbare sächliche Verwaltungskosten;41,0;55,6;55,6
1315;54705;332;Nicht aufteilbare sächliche Verwaltungsausgaben;11,7;11,4;12,0
1315;54720;623;Nicht aufteilbare sächliche Verwaltungskosten;4,0;0,0;0,0
1315;54721;623;Nicht aufteilbare sächliche Verwaltungskosten;0,0;0,0;0,0
1315;54722;644;Nicht aufteilbare sächliche Verwaltungskosten;0,0;0,0;0,0
1315;54723;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54730;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54731;623;Nicht aufteilbare sächliche Verwaltungskosten;0,0;0,0;0,0
1315;54734;623;Nicht aufteilbare sächliche Verwaltungskosten;0,0;0,0;0,0
1315;54735;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54740;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;30,6;30,6
1315;54741;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54742;623;Nicht aufteilbare sächliche Verwaltungskosten;0,1;1,0;1,0
1315;54743;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54751;623;Nicht aufteilbare sächliche Verwaltungskosten;0,0;1,0;0,0
1315;54754;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54755;623;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;10,0;10,0
1315;54761;332;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
1315;54762;332;Nicht aufteilbare sächliche Verwaltungsausgaben;1,7;2,0;1,5
1315;54763;332;Nicht aufteilbare sächliche Verwaltungsausgaben;13,2;0,0;8,0
1315;54764;016;Nicht aufteilbare sächliche Verwaltungsausgaben;1,5;8,0;8,0
1315;54765;332;Nicht aufteilbare sächliche Verwaltungsausgaben;4,5;2,0;2,0
1315;54766;332;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;8,5;16,9
1315;63101;623;Erstattung von Verwaltungsausgaben an die Bundesanstalt für Gewässerkunde;0,6;0,7;0,7
1315;63102;623;Erstattung der Kosten für die Durchführung des Fischmonitorings;50,0;50,0;50,0
1315;63164;016;Rückzahlung von Verwaltungskosten an das AfB;0,0;0,0;0,0
1315;63201;623;Erstattung an die Koordinierungsstelle Meeresschutz;35,2;35,7;36,0
1315;63202;623;"Förderung des Länderfinanzierungsprogramms ""Wasser, Boden und Abfall""";12,8;16,0;16,0
1315;63204;331;Erstattung von Verwaltungskosten für Personal im Havariekommando;166,8;174,6;198,0
1315;63206;623;Beitrag an die Flussgebietsgemeinschaft Elbe;109,5;109,6;109,6
1315;63208;623;Beitrag Schleswig-Holsteins an den Verwaltungskosten für den Bilgenentwässerungsverband in Duisburg einschl. des Kostenanteils für elektronisches Bezahlsystem und Ausübung der Rechtsaufsicht;14,8;19,0;19,0
1315;63209;313;Erstattung an die Zahlstelle der Länder für Sicherheitstechnik (ZLS);0,0;4,7;4,7
1315;63220;623;"Förderung des Länderfinanzprogramms ""Wasser , Boden und Abfall"" aus dem Aufkommen der Grundwasserabgabe";7,4;0,0;0,0
1315;63240;623;"Förderung des Länderfinanzierungsprogramms ""Wasser, Boden und Abfall"" aus dem Aufkommen der Landeswasserabgabe";0,0;7,6;7,6
1315;63301;623;Erstattung von Verwaltungsausgaben an die Kreise;1.576,0;1.518,0;1.548,0
1315;63302;623;Sonstige Zuweisungen an Gemeinden und Gemeindeverbände;530,9;524,1;557,5
1315;63320;623;Erstattung von Verwaltungsausgaben an Gemeinden und Gemeindeverbände;62,8;0,0;0,0
1315;63331;623;Erstattungen von Kosten in den Bearbeitungsgebieten;0,0;0,0;0,0
1315;63334;623;Erstattung an Wasser- und Bodenverbände f. d. Durchführung der Unterhaltung an Gewässern 1. Ordnung;0,0;0,0;0,0
1315;63340;623;Verwaltungskostenerstattung nach LWAG-KDVO an die unteren Wasserbehörden;122,2;175,0;170,0
1315;63351;623;Erstattungen von Kosten in den Bearbeitungsgebieten;394,7;502,2;501,4
1315;63354;623;Erstattung an Wasser- und Bodenverbände f. d. Durchführung der Unterhaltung;853,7;850,0;850,0
1315;63404;332;An das WSA Cuxhaven für gemeinsame Vorsorge- und Einsatzmaßnahmen des Bundes und der Küstenländer;243,4;183,6;183,6
1315;63734;623;Zuweisungen an den Landesverband d. Wasser- und Bodenverbände i.R. der Abwicklung d. Landeszuschüsse nach §§ 51 u. 73 Landeswassergesetz einschl. Erstattung der Verwaltungskosten;1.048,5;0,0;0,0
1315;63735;623;Zuweisung an den Eider- Treene-Verband zur teilweisen Abdeckung von Schöpfwerkskosten;0,0;0,0;0,0
1315;63754;623;Zuweisungen an den Landesverband d. Wasser- und Bodenverbände i.R. der Abwicklung d. Landeszuschüsse nach §§ 51 u. 73 Landeswassergesetz einschl. Erstattung Verwaltungskosten;4.074,5;5.123,0;5.123,0
1315;63755;623;Zuweisung an den Eider - Treene-Verband zur teilweisen Abdeckung von Schöpfwerkskosten;204,5;204,5;204,5
1315;67102;623;Erstattung von Verwaltungsausgaben an das Deutsche Institut für Bautechnik;15,9;15,9;15,9
1315;67133;332;Erstattung von Verwaltungsausgaben an Dritte;0,0;0,0;0,0
1315;68103;623;An Grundstückseigentümer für Nutzungsbeschränkungen;0,0;5,0;5,0
1315;68123;623;Maßnahmen zur Reduzierung von Nährstoffeinträgen aus der Landwirtschaft;0,0;0,0;0,0
1315;68133;332;An Grundstückseigentümer f. Nutzungseinschränkungen im Rahmen des Fließgewässerschutzes;0,0;0,0;0,0
1315;68153;623;An Grundstückseigentümer für Nutzungsbeschränkungen im Rahmen des Fließgewässerschutzes;0,0;0,0;0,0
1315;68401;623;Beiträge an Vereine und Gesellschaften;0,5;0,6;0,6
1315;68501;623;Jahresbeitrag an das Kuratorium für Forschung im Küsteningenieurwesen;4,9;12,3;12,3
1315;68502;623;Betriebszuschuss (Sachkosten) für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH);3.692,2;3.880,5;3.880,5
1315;68503;623;Betriebszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH) aus der Abwasserabgabe;884,1;1.020,6;1.181,5
1315;68504;623;Betriebszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH(LKN-SH) aus der Grundwasserentnahmeabgabe;880,0;0,0;0,0
1315;68505;623;Betriebszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH(LKN-SH) aus der Oberflächenwasserabgabe;0,0;0,0;0,0
1315;68506;623;Personalkostenzuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH);25.166,8;25.585,4;25.284,2
1315;68509;623;Betriebszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH) aus der Landeswasserabgabe;495,5;1.400,0;1.426,0
1315;68510;016;Betriebszuschuss f. d. LKN für Aufgaben des zivilen und militärischen Wasserbaus ohne Verkehrsbezug;1.185,2;2.773,0;3.690,0
1315;68601;623;Zuwendung an die NationalparkService gGmbH;727,0;727,0;727,0
1315;68602;332;Zuschüsse an Sonstige für die Krabbenfischerei im Wattenmeer und zur Stärkung der Nationalpark-Region;0,0;0,0;1.500,0
1315;68603;623;Zuweisungen an das Gemeinsame Wattenmeersekretariat;48,5;50,0;50,0
1315;68604;332;An die Nationalparkstiftung SH im Zusammenhang mit der Verklappung von Baggergut;1.985,0;0,0;0,0
1315;68605;623;An Sonstige zur Umsetzung der MSRL;0,0;0,0;0,0
1315;81104;332;Erwerb von Dienstfahrzeugen;1.243,1;2.925,0;2.408,1
1315;81121;623;Erwerb von Dienstfahrzeugen;0,0;0,0;0,0
1315;81204;332;Erwerb von Geräten und Ausrüstungsgegenständen;2.129,2;514,0;893,0
1315;81205;332;Erwerb von Geräten und Ausrüstungsgegenständen;65,0;0,0;0,0
1315;81208;623;Erwerb von Geräten und Ausrüstungsgegenständen;19,9;0,0;16,0
1315;81221;623;Erwerb von Geräten und Ausrüstungsgegenständen;26,2;0,0;0,0
1315;81230;623;Erwerb von Geräten und sonstigen beweglichen Sachen;0,0;0,0;0,0
1315;81240;623;Erwerb von Geräten und sonstigen beweglichen Sachen;0,0;0,0;0,0
1315;81241;623;Erwerb von Geräten und Ausrüstungsgegenständen;0,0;0,0;0,0
