PGR,Aggregat,Hst.,Zweckbestimmung,FKZ,BKZ,FBZ,Anschlag 2016,VE Anschlag 2016,Anschlag 2017,VE-Anschlag 2017
71.01.03,AUSG.INVES,3708.89120-6,Investitionszuschüsse für Gewerbeflächen  ,692,700,,0,0,0,0
71.01.03,AUSG.INVES,3708.89121-4,Schuldendiensthilfen an die WFB  ,692,700,,0,0,0,0
71.01.03,AUSG.INVES,3708.89220-2,Investitionszuschüsse für Gewerbeflächen  ,692,700,,0,0,0,0
71.01.03,AUSG.INVES,3708.89230-0,Vor- und Nachlaufkosten bei Erschließungsmaßnahmen  ,692,700,,0,0,0,0
71.01.03,AUSG.VKONS,3708.98610-0,"An Hst. 0700/386 75-9, Personalausgaben Geologischer Dienst ",892,700,,0,0,0,0
71.01.03,AUSG.VINVE,3708.98635-5,"An Hst. 0700/386 54-6, Erstttung von Personal- ausgaben (Gewerbeflächen/Regionalplanung) ",892,700,,0,0,0,0
71.01.03,EINN.KONSU,3709.11906-0,Erstattungen / Rückzahlungen von Zuwendungen  ,692,700,,0,,0,
71.01.03,EINN.KONSU,3709.16210-0,Zinsen nach § 44 LHO  ,692,700,,0,,0,
71.01.03,EINN.RUECK,3709.35903-6,Entnahme aus der investiven Budgetrücklage  ,851,700,900,0,,0,
71.01.03,EINN.EINVE,3709.38410-3,"Von Hst. 0709/984 10-1, Zuweisung von EU-Mitteln (investiv) ",892,700,,0,,0,
71.01.03,EINN.EKONS,3709.38411-1,"Von Hst. 0709/984 11-0, Zuweisung von EU-Mitteln (konsumtiv) ",892,700,,0,,0,
71.01.03,EINN.EINVE,3709.38420-0,"Von Hst. 0709/984 91-8, Kostenerstattung für Wirtschaftsförderung ",892,700,,"11,788,650",,"9,437,300",
71.01.03,AUSG.RUECK,3709.91901-5,Zuführung an die Budgetrücklage  ,851,700,901,0,0,0,0
71.01.03,AUSG.RUECK,3709.91903-1,Zuführung an die investive Budgetrücklage  ,851,700,900,0,0,0,0
71.01.03,AUSG.KONSU,3709.97299-4,Minderausgaben  ,883,700,,0,0,0,0
71.01.03,AUSG.VINVE,3709.98691-0,"An Hst. 0709/386 91-3, Kostenerstattung für Wirtschaftsförderung ",892,700,,"17,457,550",0,"17,349,300",0
71.01.05,EINN.KONSU,3754.11101-0,Verwaltungsgebühren (BID)  ,011,700,,0,,0,
71.01.05,EINN.KONSU,3754.11120-7,"Anliegerbeiträge zur Errichtung des Innovations- bereichs ""Ansgaritorkirchhof"" ",651,700,,0,,0,
71.01.05,EINN.KONSU,3754.11121-5,"Anliegerbeiträge zur Errichtung des Innovations- bereichs ""Ostertorsteinweg/Vor dem Steintor"" ",651,700,,0,,0,
71.01.05,EINN.KONSU,3754.11122-3,"Anliegerbeiträge zur Errichtung des Innovations- bereichs ""Sögestraße"" ",651,700,,0,,0,
71.01.05,EINN.KONSU,3754.28201-0,Spenden  ,692,700,,0,,0,
71.01.05,EINN.KONSU,3754.28210-9,Von Dritten für kulturelle Veranstaltungen  ,183,700,,0,,0,
71.01.01,EINN.KONSU,3754.28220-6,Kostenerstattung Dritter für Gutachten  ,692,700,,0,,0,
71.01.05,EINN.KONSU,3754.28230-3,Von Dritten für die Weiterentwicklung des barrierefreien Stadtführers ,652,700,,0,,0,
71.01.01,EINN.INVES,3754.34210-1,"Von der Stiftung ""Wohnliche Stadt"" für Maßnahmen in Bremen ",692,700,,0,,0,
71.01.05,EINN.EKONS,3754.38010-0,"Von Hst.3191/980 10-6,3289/980 10-4,3408/980 10-0, 3681/980 10-4 und 3901/980 10-0 für die Weiterent- wicklung des barrierefreien Stadtführers",892,700,,0,,0,
71.01.05,EINN.EINVE,3754.38060-7,"Von Hst. 3696/980 60-7 für Projektförderung aus Mitteln des Programms ""Soziale Stadt"" ",892,700,,0,,0,
71.01.05,AUSG.KONSU,3754.52601-6,Gerichts- und ähnliche Kosten (BID)  ,011,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.53120-6,Kosten für Gutachten und Organisations- untersuchungen ,651,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.53125-7,Kosten für die Weiterentwicklung des barriere- freien Stadtführers ,652,700,,"105,000",0,"105,000",0
71.01.05,AUSG.KONSU,3754.53278-4,Entgelte für Dienstleistungen im Bauwesen  ,421,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.63410-2,Zuführung an das Sondervermögen Gewerbeflächen (Veranstaltungsflächen) -Sachkosten- ,645,700,,"546,000",0,"546,000",0
71.01.05,AUSG.KONSU,3754.63420-0,Zuweisung an das Sondervermögen Gewerbeflächen (Veranstaltungsflächen) zur Deckung der Mehrbelastung aus der getrennten Abwassergebühr,645,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.68220-4,Zuschuss an die Glocke-Veranstaltungs-GmbH (Sachkosten) ,182,700,,"400,000",0,"400,000",0
71.01.05,AUSG.KONSU,3754.68221-2,Zuschuss an die Glocke Veranstaltungs-GmbH -Personalkosten- ,182,700,,"356,000",0,"365,000",0
71.01.05,AUSG.KONSU,3754.68230-1,Zuschuss an die Bremer Touristikzentrale (BTZ) (Sachkosten) ,652,700,,"1,453,000",0,"1,453,000",0
71.01.05,AUSG.KONSU,3754.68231-0,Zuschuss an die Bremer Touristik-Zentrale (BTZ) (Personalkosten) ,652,700,,"833,700",0,"873,700",0
71.01.05,AUSG.KONSU,3754.68250-6,Zuschuss an die Bremer Ratskeller GmbH (Sachkosten) ,681,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.68251-4,Zuschuss an die Bremer Ratskeller GmbH (Personalkosten) ,681,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.68261-1,Zuschuss an die BSC für den Betrieb des Universums  ,183,700,,"344,000",0,"371,000",0
71.01.05,AUSG.KONSU,3754.68262-0,Betriebskostenzuschuss Spicarium  ,681,700,,"60,000",0,"20,000",0
71.01.05,AUSG.KONSU,3754.68609-9,Förderung überregional bedeutsamer Kultur- einrichtungen ,651,700,,"50,000",0,"50,000",0
71.01.05,AUSG.KONSU,3754.68615-3,Zuschüsse für attraktivitätssteigernde Massnahmen (konsumtiv) ,691,700,,"5,000",0,"15,000",0
71.01.05,AUSG.KONSU,3754.68620-0,"An ""City-Service GmbH"" für den Innovationsbereich ""Ansgaritorkirchhof"" ",651,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.68621-8,"An ""Das Viertel"" e. V. für den Innovationsbereich ""Ostertorsteinweg/Vor dem Steintor"" ",651,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.68622-6,"An ""City-Service GmbH"" für den Innovationsbereich ""Sögestraße"" ",651,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.68631-5,Förderung des Tourismus (konsumtiv)  ,651,700,,"100,000",0,"100,000",0
71.01.05,AUSG.KONSU,3754.68640-4,Zuschuss für Mietzahlung  ,649,700,,0,0,0,0
71.01.05,AUSG.INVES,3754.88410-9,Zuführung an das Sondervermögen Gewerbeflächen (Veranstaltungsflächen) ,813,700,,"787,000",0,"110,000",0
71.01.05,AUSG.INVES,3754.89115-6,Investitionszuschüsse für Tourismus  ,651,700,,0,0,0,0
71.01.05,AUSG.INVES,3754.89120-2,Zuschüsse für attraktivitätssteigernde Maßnahmen  ,692,700,,"2,914,000","3,000,000","1,833,000",0
71.01.05,AUSG.INVES,3754.89122-9,Investitionszuschüsse an öffentliche Unternehmen (Dienstleistungsstandorte) ,692,700,,0,0,0,0
71.01.05,AUSG.INVES,3754.89171-7,Erneuerung der Bürgerweide (UVI-Projekt)  ,692,700,,0,0,0,0
71.01.05,AUSG.INVES,3754.89220-9,Investitionszuschüsse für Maßnahmen in Bremen- Stadt ,692,700,,0,0,0,0
71.01.05,AUSG.INVES,3754.89320-5,Zuschuss an die Glocke für Investitionen  ,182,700,,"90,000",0,"90,000",0
71.01.05,AUSG.INVES,3754.89330-2,Zuschuss an die Bremer Touristikzentrale (BTZ) für Investitionen ,652,700,,"5,000",0,"5,000",0
71.01.05,AUSG.INVES,3754.89340-0,Zuschuss an die HVG für Investitionen  ,652,700,,0,0,0,0
71.01.05,AUSG.INVES,3754.89350-7,Zuschuss an die Bremer Ratskeller GmbH für Investitionen ,652,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.97210-5,Globale Mehrausgaben für Tourismusaktivitäten (Citytax) ,882,700,,0,0,0,0
71.01.05,AUSG.KONSU,3754.97310-1,Globale Mehrausgaben für Tourismusaktivitäten (Citytax) ,652,700,,0,0,0,0
71.01.01,AUSG.VKONS,3754.98016-7,"An Hst. 3682/380 16-0, für Planungsaufgaben  ",892,700,,0,0,0,0
71.01.01,AUSG.VINVE,3754.98040-0,An Hst. 3288/380 40-5 für die Sanierung des Gustav-Heinemann-Bürgerhauses ,892,700,,0,0,0,0
71.01.05,AUSG.VINVE,3754.98620-3,"An Hst. 0257/386 20-1 für das Projekt Gedenkstätte U-Boot Bunker ""Valentin"" ",892,700,,0,0,0,0
71.01.01,AUSG.VINVE,3754.98621-1,An Hst. 0257/386 21-0 für das Projekt Denkort Bunker Valentin ,892,700,,0,0,0,0
81.01.01,AUSG.PERS,3800.42211-5,"Bezüge und Nebenleistungen der Beamtinnen, Beamten (Hafenwirtschaft/Hafeninfrastruktur) ",011,800,925,0,0,0,0
81.01.01,AUSG.PERS,3800.42251-4,"Bezüge und Nebenleistungen der Beamtinnen, Beamten  -refinanziert- (Hafenwirtschaft/-infrastruktur) ",011,800,925,0,0,0,0
81.01.01,AUSG.PERS,3800.42711-7,Aufwendungen für nebenamtlich und nebenberuflich Tätige (Hafenwirtschaft/Hafeninfrastruktur) ,011,800,,0,0,0,0
81.01.01,AUSG.PERS,3800.42811-3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Hafenwirtschaft/Hafeninfrastruktur) ,011,800,925,0,0,0,0
81.01.01,AUSG.PERS,3800.42851-2,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  -refinanziert- (Hafenwirtschaft/-infrastruktur) ,011,800,925,0,0,0,0
81.01.01,AUSG.PERS,3800.44311-2,Kosten für ärztliche Untersuchungen und Verordnung (Hafenwirtschaft/Hafeninfrastruktur) ,011,800,,0,0,0,0
81.01.01,AUSG.KONSU,3800.63451-1,Zuführung an die Anstalt für Versorgungsvorsorge  -refinanziert- (Hafenwirtschaft/-infrastruktur) ,813,800,,0,0,0,0
81.01.01,EINN.KONSU,3801.23401-0,Abführung vom Sondervermögen Hafen  ,813,800,,0,,0,
81.01.01,EINN.INVES,3801.33401-5,Abführung vom Sondervermögen Hafen  ,813,800,,0,,0,
81.01.01,EINN.INVES,3801.33410-4,Zuweisung des SV Hafen für OTB  ,813,800,,"11,000,000",,"32,700,000",
81.01.01,EINN.RUECK,3801.35901-8,Entnahme aus der Budgetrücklage  ,851,800,,0,,0,
81.01.01,EINN.RUECK,3801.35902-6,Entnahme aus der Budgetrücklage (Altersteilzeit)  ,851,800,900,0,,0,
81.01.01,EINN.RUECK,3801.35903-4,Entnahme aus der investiven Budgetrücklage  ,851,800,900,0,,0,
81.01.01,EINN.RUECK,3801.35990-5,Entnahme aus der Budgetrücklage (Baggergutentsorgung) ,851,800,900,0,,0,
81.01.01,EINN.EINVE,3801.38410-1,"Von Hst. 0801/984 10-0, Kostenerstattung für Häfen  ",892,800,,"43,753,400",,"38,253,500",
81.01.01,AUSG.PERS,3801.44111-3,"Beihilfen, soweit nicht für Versorgungsempfänger- innen/-empfänger (Hafenwirtschaft/-infrastruktur) ",841,800,928,"35,140",0,"36,190",0
81.01.01,AUSG.PERS,3801.44114-8,"Beihilfen, soweit nicht für Versorgungsempfänger- innen und Versorgungsempfänger (Hafenbehörde)",841,800,928,0,0,0,0
81.01.01,AUSG.PERS,3801.44151-2,"Beihilfen, soweit nicht für Versorgungsempfänger- innen/-empfänger -refinanziert- (Hafenwirtschaft/- infrastruktur)",841,800,928,0,0,0,0
81.01.01,AUSG.PERS,3801.44154-7,"Beihilfen, soweit nicht für Versorgungsempfänger- innen und Versorgungsempfänger  -refinanziert- (Hafenbehörde)",841,800,928,0,0,0,0
81.01.01,AUSG.KONSU,3801.52600-3,"Sachverständige, Gerichts- und ähnliche Kosten  ",731,800,,0,0,0,0
81.01.01,AUSG.ZINSE,3801.56413-4,Zinsen für Projekt 9201-S Baggergutentsorgung Bremen ,831,800,,0,0,0,0
81.01.01,AUSG.ZINSE,3801.56414-2,Zinsen für Projekt 9902-S Schleuse Oslebshausen ,831,800,,"71,000",0,"56,000",0
81.01.01,AUSG.ZINSE,3801.56415-0,Zinsen für Projekt 9001-S Containerterminal III Nord ,831,800,,"2,532,000",0,"2,328,000",0
81.01.01,AUSG.ZINSE,3801.56416-9,Zinsen für Projekt 9901-S Containerterminal III a ,831,800,,"1,442,000",0,"1,376,000",0
81.01.01,AUSG.ZINSE,3801.56417-7,Zinsen für Projekt 9805-S Baggergut Bremerhaven (Zuwässerungskanal Überseehafen),831,800,,"206,000",0,"183,000",0
81.01.01,AUSG.ZINSE,3801.56418-5,Zinsen für Projekt 0301-S Umgestaltung Osthafen ,831,800,,"482,000",0,"621,000",0
81.01.01,AUSG.ZINSE,3801.56419-3,Zinsen für Projekt 0601 S Neubau der Kaiserschleuse ,831,800,,"7,432,000",0,"7,006,000",0
81.01.01,AUSG.ZINSE,3801.56430-4,Zinsen für Projekt 0403-S (CT IV)  ,831,800,,"7,800,000",0,"7,800,000",0
81.01.01,AUSG.ZINSE,3801.56431-2,Zinsen für Projekt 0501-S Jade-Weser-Port ,831,800,,"1,491,000",0,"1,453,000",0
81.01.01,AUSG.KONSU,3801.63411-6,Zuführung an das Sondervermögen Hafen (konsumtiv) (Sachkosten) ,813,800,,"22,019,400",0,"22,468,800",0
81.01.01,AUSG.KONSU,3801.63412-4,Zuführung an das Sondervermögen Hafen (konsumtiv) (Personalkosten) ,813,800,,0,0,0,0
81.01.01,AUSG.KONSU,3801.63420-5,Zuweisung an das Sondervermögen Hafen zur Deckung der Mehrbelastung aus der getrennten Abwassergebühr,332,800,,"108,700",0,"108,700",0
81.01.01,AUSG.INVES,3801.74010-2,Verbesserung der Verkehrssicherheit am Flughafen Bremen ,751,800,,0,0,0,0
81.01.01,AUSG.INVES,3801.88410-4,Zuführung an das SV Überseestadt  ,813,800,,0,0,0,0
81.01.01,AUSG.INVES,3801.88411-2,Zuführung an das Sondervermögen Hafen (investiv)  ,813,800,,0,0,0,0
81.01.01,AUSG.INVES,3801.88413-9,Zuführung an SV Hafen - Unterbringung Hafenschlick (Kapitaldienstfinanzierung) ,813,800,,0,0,0,0
81.01.01,AUSG.INVES,3801.88414-7,Zuführung an das SV Hafen - Schleuse Oslebshausen (Kapitaldienstfinanzierung) - ,813,800,,"506,000",0,"522,000",0
81.01.01,AUSG.INVES,3801.88415-5,Zuführung an das SV Hafen - CT III (Kapitaldienstfinanzierung) - ,813,800,,"7,347,000",0,"7,077,000",0
81.01.01,AUSG.INVES,3801.88416-3,Zuführung an das SV Hafen - CT IIIa (Kapitaldienstfinanzierung) ,813,800,,"2,380,000",0,"2,416,000",0
81.01.01,AUSG.INVES,3801.88417-1,Zuführung an das SV Hafen - Hafenzuwässerung (Kapitaldienstfinanzierung) ,813,800,,"681,000",0,"665,000",0
81.01.01,AUSG.INVES,3801.88418-0,Zuführung an das SV Hafen CT IV (Kapitaldienstfinanzierung) ,813,800,,"4,000,000",0,"4,000,000",0
81.01.01,AUSG.INVES,3801.88419-8,Zuführung an das SV Hafen - Neubau der Kaiserschleuse (Kapitaldienstfinanzierung) ,813,800,,"9,376,000",0,"9,817,000",0
81.01.01,AUSG.INVES,3801.88420-1,Zuführung an das SV Hafen -Umgestaltung Osthafen- (Kapitaldienstfinanzierung) ,813,800,,"602,000",0,"365,000",0
81.01.01,AUSG.INVES,3801.88421-0,Zuführung an das SV Hafen - Jade-Weser-Port (Kapitaldienstfinanzierung) ,813,800,,"948,000",0,"1,073,000",0
81.01.01,AUSG.INVES,3801.88422-8,An das Sondervermögen Hafen für Investitionen  ,813,800,,"17,349,000","5,000,000","6,422,000","15,000,000"
81.01.01,AUSG.RUECK,3801.91901-3,Zuführung an die Budgetrücklage  ,851,800,,0,0,0,0
81.01.01,AUSG.RUECK,3801.91902-1,Zuführung an die zweckgebundene Rücklage für Folgeeffekte der Altersteilzeit ,851,800,901,0,0,0,0
81.01.01,AUSG.RUECK,3801.91903-0,Zuführung an die investive Budgetrücklage  ,851,800,901,0,0,0,0
81.01.01,AUSG.KONSU,3801.97299-2,Minderausgaben  ,883,852,,0,0,0,0
81.01.01,AUSG.VKONS,3801.98601-2,An Hst. 0700/386 02-3 für die Wahrnehmung von Gemeindeaufgaben ,892,800,,"940,730",0,"940,730",0
81.01.01,AUSG.VINVE,3801.98610-1,"An Hst. 0801/386 10-5, Finanzierung OTB  ",892,800,,"11,000,000",0,"32,700,000",0
81.01.04,EINN.KONSU,3854.11101-8,Verwaltungsgebühren  ,731,854,,"92,000",,"92,000",
81.01.04,EINN.KONSU,3854.11145-0,Einnahmen aus dem Hafenlotsdienst (Versorgungsbeitrag) ,018,854,,"389,460",,"380,650",
81.01.04,EINN.KONSU,3854.11201-4,Geldbußen  ,731,854,,"5,000",,"5,000",
81.01.04,EINN.KONSU,3854.11916-7,Von Dritten für Niederschlags- und Abwasser- untersuchungen ,731,854,,0,,0,
81.01.04,EINN.KONSU,3854.11999-0,Vermischte Einnahmen  ,731,854,,"40,000",,"40,000",
81.01.04,EINN.KONSU,3854.23601-5,Erstattungen von Krankenkassen nach dem Aufwendungsausgleichgesetz ,731,854,925,0,,0,
81.01.04,EINN.KONSU,3854.28120-7,Erstattung von Personalkosten (Angestellte)  ,731,854,,0,,0,
81.01.04,EINN.KONSU,3854.28121-5,Erstattung von Personalkosten (Arbeiter)  ,731,854,,0,,0,
81.01.04,EINN.KONSU,3854.28122-3,Erstattungen von Personalkosten (Arbeitnehmer)  ,731,854,,"138,040",,"138,040",
81.01.04,EINN.KONSU,3854.28186-0,Erstattung der Kosten für heimgeschaffte Seeleute  ,731,854,,0,,0,
81.01.04,EINN.RUECK,3854.35902-8,Entnahme aus der Budgetrücklage (Altersteilzeit)  ,851,800,900,0,,0,
81.01.04,AUSG.PERS,3854.42201-3,Bezüge planmäßiger Beamten und Richter  ,731,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.42214-5,"Bezüge und Nebenleistungen der Beamtinnen, Beamten (Hafenbehörde) ",011,854,925,"3,256,080",0,"3,250,800",0
81.01.04,AUSG.PERS,3854.42254-4,"Bezüge und Nebenleistungen der Beamtinnen, Beamten (Hafenbehörde) -refinanziert- ",011,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.42276-5,Bezüge planmäßiger Beamten und Richter (Altersteilzeit) ,731,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.42801-1,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,731,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.42814-3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Hafenbehörde) ,011,854,925,"898,910",0,"894,210",0
81.01.04,AUSG.PERS,3854.42854-2,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Hafenbehörde) -refinanziert- ,011,854,925,"138,040",0,"138,040",0
81.01.04,AUSG.PERS,3854.42875-5,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (refinanziert) ,731,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.42876-3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Altersteilzeit) ,731,800,925,0,0,0,0
81.01.04,AUSG.PERS,3854.43214-0,"Versorgungsbezüge der Beamtinnen, Beamten  -Hafenlotsen- (Hafenbehörde) ",018,854,925,"389,460",0,"380,650",0
81.01.04,AUSG.PERS,3854.43229-9,Versorgungsbezüge der Beamten im einstweiligen Ruhestand ,018,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.43285-0,Versorgungsbezüge der Beamten (Hafenlotsen)  ,018,854,925,0,0,0,0
81.01.04,AUSG.PERS,3854.44114-0,"Beihilfen, soweit nicht für Versorgungsempfänger- innen und Versorgungsempfänger (Hafenbehörde) ",841,800,928,0,0,0,0
81.01.04,AUSG.PERS,3854.44307-0,Kosten für ärztliche Untersuchungen und Verordnungen - Einsatz an ADV-Anlagen - ,731,854,,0,0,0,0
81.01.04,AUSG.PERS,3854.44314-2,Kosten für ärztl. Untersuchungen und Verordnungen (Hafenbehörde) ,011,854,,"1,110",0,"1,140",0
81.01.04,AUSG.PERS,3854.44614-1,"Beihilfen für Versorgungsempfängerinnen, Versorgungsempfänger -Hafenlotsen- (Hafenbehörde) ",018,854,928,0,0,0,0
81.01.04,AUSG.PERS,3854.44685-0,Beihilfen für Versorgungsempfänger (Hafenlotsen)  ,018,854,928,0,0,0,0
81.01.04,AUSG.KONSU,3854.51101-6,Geschäftsbedarf  ,731,854,,"37,780",0,"45,110",0
81.01.04,AUSG.KONSU,3854.51401-5,Dienst- und Schutzkleidung  ,731,854,,"5,000",0,"5,000",0
81.01.04,AUSG.KONSU,3854.51402-3,Treibstoffkosten für Dienstfahrzeuge  ,731,854,,"12,000",0,"12,000",0
81.01.04,AUSG.KONSU,3854.51403-1,Sonstige Kosten für Dienstfahrzeuge  ,731,854,,"40,000",0,"40,000",0
81.01.04,AUSG.KONSU,3854.51700-6,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",731,854,,"82,000",0,"82,000",0
81.01.04,AUSG.KONSU,3854.51796-0,Fremdleistungen  ,731,854,,"2,500",0,"2,500",0
81.01.04,AUSG.KONSU,3854.51801-0,Mieten  ,731,854,,"168,000",0,"168,000",0
81.01.04,AUSG.KONSU,3854.51904-1,Gebäudeunterhaltung durch das HBH Bremerhaven  ,731,854,,"2,500",0,"2,500",0
81.01.04,AUSG.KONSU,3854.52120-8,Betrieb und Bewirtschaftung der Hafenanlagen  ,731,854,,"1,400",0,"1,400",0
81.01.04,AUSG.KONSU,3854.52125-9,Haltung von Fahrzeugen für den Unterhaltungsdienst  ,731,854,,"65,000",0,"65,000",0
81.01.04,AUSG.KONSU,3854.52503-3,Fortbildung von Bediensteten  ,731,854,,"2,000",0,"2,000",0
81.01.04,AUSG.KONSU,3854.52601-3,Gerichts- und ähnliche Kosten  ,731,854,,900,0,900,0
81.01.04,AUSG.KONSU,3854.52701-0,Reisekosten  ,731,854,924,"13,000",0,"11,000",0
81.01.04,AUSG.KONSU,3854.53101-7,Kosten für Veröffentlichungen  ,731,854,,500,0,500,0
81.01.04,AUSG.KONSU,3854.53103-3,Inventarversicherungen  ,731,854,,"1,000",0,"1,000",0
81.01.04,AUSG.KONSU,3854.53110-6,Kosten im Zusammenhang von Deichschauen  ,731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.53114-9,Kosten für Delegationen und Besucher  ,731,854,,800,0,800,0
81.01.04,AUSG.KONSU,3854.53229-3,Kosten der Überwachung von Niederschlags- und Abwassereinleitungen ,731,854,,500,0,500,0
81.01.04,AUSG.KONSU,3854.53255-2,"An Immobilien Bremen (AöR), Entgelte für Dienst- leistungen (Innenreinigung) ",731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.53261-7,"An Performa-Nord, Entgelte für Dienstleistungen  ",731,800,,"22,220",0,"22,290",0
81.01.04,AUSG.KONSU,3854.53262-5,"An Performa Nord, Entgelte für Dienstleistungen (refinanziert) ",731,800,,600,0,600,0
81.01.04,AUSG.KONSU,3854.53271-4,"An Performa Nord, Entgelte für Dienstreiseabrechnungen ",731,854,924,"5,940",0,"5,940",0
81.01.04,AUSG.KONSU,3854.53272-2,"An Performa Nord, Entgelte f. Postdienstleistungen  ",731,854,,"8,000",0,"8,000",0
81.01.04,AUSG.KONSU,3854.53275-7,Entgelte für Telekommunikationsleistungen  ,731,854,,"23,000",0,"23,000",0
81.01.04,AUSG.KONSU,3854.53280-3,Entgelte für TuI-Dienstleistungen  ,731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.53299-4,Mehrausgaben für IT-Querschnitt/-Fachanwendungen  ,731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.53909-3,Stellenausschreibungen  ,731,854,,"7,000",0,"9,000",0
81.01.04,AUSG.KONSU,3854.53921-2,IT-Kosten für den laufenden Betrieb (IT-Fachverfahren) ,731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.53933-6,Kosten für Lizenzen für Software sowie Wartung und Pflege ,731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.53999-9,Vermischte Verwaltungsausgaben  ,731,854,,"1,000",0,"1,000",0
81.01.04,AUSG.KONSU,3854.63454-1,Zuführung an die Anstalt für Versorgungsvorsorge  (Hafenbehörde) -refinanziert- ,813,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.67110-2,Vertäudienst auf den Schleusen  ,731,854,,0,0,0,0
81.01.04,AUSG.KONSU,3854.68410-7,Abführung der Geldbußen an die Deutsche Gesell- schaft zur Rettung Schiffbrüchiger (DGzRS) ,731,854,,100,0,100,0
81.01.04,AUSG.INVES,3854.81202-4,Erwerb von Inventar  ,731,854,,"40,000",0,"40,000",0
81.01.04,AUSG.INVES,3854.81205-9,Erwerb von ADV-Geräten (einschließlich Arbeits- platzausstattungen) ,731,854,,0,0,0,0
81.01.04,AUSG.INVES,3854.81210-5,Erwerb größerer Werkzeuge und Geräte  ,731,854,,"10,000",0,"10,000",0
81.01.04,AUSG.INVES,3854.81233-4,Erwerb von Softwarelizenzen  ,731,854,,0,0,0,0
81.01.04,AUSG.VKONS,3854.98009-1,"An Hst. 3992/380 50-0, Pauschalanteil an den Kosten des Haftpflichtschadensausgleich ",892,854,,0,0,0,0
81.01.04,AUSG.VKONS,3854.98109-8,"An Hst. 3992/381 50-6, Pauschalanteil an den Kosten des Haftpflichtschadenausgleichs ",892,854,,"18,910",0,"18,910",0
91.90.01,EINN.KONSU,3900.16210-2,Zinseinnahmen aus Darlehen  ,011,900,,0,,0,
91.90.01,EINN.RUECK,3900.35901-1,Entnahme aus der Budgetrücklage  ,851,900,,0,,0,
91.90.01,EINN.RUECK,3900.35903-8,Entnahme aus der investiven Budgetrücklage  ,851,900,,0,,0,
91.90.01,EINN.EKONS,3900.38401-6,Von Hst. 0900/984 01-4 für die Wahrnehmung von Landesaufgaben ,892,900,,"2,591,200",,"2,591,200",
91.90.01,AUSG.RUECK,3900.91901-7,Zuführung an die Budgetrücklage  ,851,900,,0,0,0,0
91.90.01,AUSG.RUECK,3900.91903-3,Zuführung an die investive Budgetrücklage  ,851,900,,0,0,0,0
91.90.01,AUSG.VKONS,3900.98601-6,An Hst. 0900/386 01-0 für die Wahrnehmung von Gemeindeaufgaben ,892,900,,"21,615,000",0,"21,615,000",0
91.03.01,EINN.KONSU,3901.11110-2,Entgelte für das Recht zum Betrieb eines öffentlichen Feuermeldenetzes ,011,900,,0,,0,
92.03.01,EINN.KONSU,3901.23601-0,Erstattungen von Krankenkassen nach dem Aufwen- dungsausgleichgesetz ,011,900,925,0,,0,
92.02.01,EINN.KONSU,3901.26159-7,Kostenerstattung durch das Gebäude- und Technik- management Bremen für Versorgungsvorsorge ,018,900,925,0,,0,
92.02.01,EINN.KONSU,3901.26160-0,Kostenerstattung durch die AöR Immobilien Bremen für Versorgungsvorsorge ,018,900,925,"627,240",,"627,240",
92.02.01,EINN.KONSU,3901.26161-9,Kostenerstattung durch die AöR Immobilien Bremen für Versorgungsvorsorge (Ruhelohn) ,018,900,925,"709,100",,"709,100",
91.03.01,EINN.KONSU,3901.28250-0,Von ICLEI für das EU-Projekt Einkauf  ,011,900,,0,,0,
91.90.01,EINN.EINVE,3901.38146-0,Von Hst. 3950/981 46-5 IT-Personalkosten- erstattung innerhalb des Haushalts ,892,900,,0,,0,
