Haushalt Art;Titelnr.;Titel;Gruppennr.;Gruppe;Budget Richtung;Bezeichnung;Jahr;Ansatz/Rechnung;Betrag
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Mieten für Maschinen, Fahrzeuge, Geräte;2017;Ansatz;800
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Gebäudebewirtschaftungskosten;2017;Ansatz;2500
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Aus- und Fortbildung, Umschulung;2017;Ansatz;8900
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Lebensmittel;2017;Ansatz;300
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Kindergartenbedarf;2017;Ansatz;6000
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Öffentlichkeitsarbeit;2017;Ansatz;500
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;EDV-Kosten an Dritte;2017;Ansatz;400
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Steuern und Versicherungen;2017;Ansatz;200
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Bürobedarf;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Bücher, Zeitschriften u.ä.;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Post-, Fernmeldegebühren;2017;Ansatz;900
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Dienstreisen;2017;Ansatz;700
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Sonstige Geschäftsausgaben;2017;Ansatz;300
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8830.1690);2017;Ansatz;65400
Verwaltungshaushalt;4;Soziale Sicherung;4647;Tageseinrichtung für Kinder (Kindergarten Kinderfarm);Ausgaben;Innere Verrechnungen Personalkosten Kindertageseinrichtungen;2017;Ansatz;30900
Verwaltungshaushalt;4;Soziale Sicherung;4648;Kinderhaus am Abenteuerspielplatz (KinderArt);Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;304000
Verwaltungshaushalt;4;Soziale Sicherung;4648;Kinderhaus am Abenteuerspielplatz (KinderArt);Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8832.1690);2017;Ansatz;94800
Verwaltungshaushalt;4;Soziale Sicherung;4648;Kinderhaus am Abenteuerspielplatz (KinderArt);Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2017;Ansatz;100
Verwaltungshaushalt;4;Soziale Sicherung;4648;Kinderhaus am Abenteuerspielplatz (KinderArt);Ausgaben;Personalkostenzuschüsse nach BayKiBiG;2017;Ansatz;576000
Verwaltungshaushalt;4;Soziale Sicherung;4648;Kinderhaus am Abenteuerspielplatz (KinderArt);Ausgaben;Zuschüsse für lfd. Zwecke - u.a. Defizitausgleich -;2017;Ansatz;430000
Verwaltungshaushalt;4;Soziale Sicherung;4648;Kinderhaus am Abenteuerspielplatz (KinderArt);Ausgaben;Zuschüsse f.lfd. Zwecke an sonstige Ver­bände, Vereine u.ä. sowie Einrichtungen;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Einnahmen;Gebühren und Entgelte für Kinderkrippen;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Einnahmen;Sonstige Abgabe von Verpflegung -Essensgeld-;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Einnahmen;Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Angestelltenvergütungen;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Beschäftigungsentgelte und Freiwilligendienstleistende;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Beihilfen, Unterstützungen u.ä.;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Verwaltungs- u. Zweckausstattung;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;GWG (0 € - 410 € Netto);2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Gebäudebewirtschaftungskosten;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Aus- und Fortbildung, Umschulung;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Lebensmittel;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Sonstige Lebensmittel;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Kindergartenbedarf;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Öffentlichkeitsarbeit;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;EDV-Kosten an Dritte;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Steuern und Versicherungen;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Bürobedarf;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Bücher, Zeitschriften u.ä.;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Post-, Fernmeldegebühren;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Dienstreisen;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Sonstige Geschäftsausgaben;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8870.1690) Innere Verrechnung;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4649;ehemals Kinderkrippe Die kleinen Löwen (Träger Gemeinde);Ausgaben;Personalkosten Bauhof (7711.1691);2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4650;Familieninsel Gilching e.V.;Ausgaben;Steuern und Versicherungen;2017;Ansatz;200
Verwaltungshaushalt;4;Soziale Sicherung;4650;Familieninsel Gilching e.V.;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8819.1690);2017;Ansatz;13000
Verwaltungshaushalt;4;Soziale Sicherung;4650;Familieninsel Gilching e.V.;Ausgaben;Zuschuss für geringfügig Beschäftigte;2017;Ansatz;5000
Verwaltungshaushalt;4;Soziale Sicherung;4650;Familieninsel Gilching e.V.;Ausgaben;Zuschüsse f.lfd. Zwecke an sonstige Ver­bände, Vereine u.ä. sowie Einrichtungen;2017;Ansatz;1500
Verwaltungshaushalt;4;Soziale Sicherung;4653;Kinderhort der Diakonie;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;100000
Verwaltungshaushalt;4;Soziale Sicherung;4653;Kinderhort der Diakonie;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8837.1690);2017;Ansatz;105600
Verwaltungshaushalt;4;Soziale Sicherung;4653;Kinderhort der Diakonie;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2017;Ansatz;100
Verwaltungshaushalt;4;Soziale Sicherung;4653;Kinderhort der Diakonie;Ausgaben;Personalkostenzuschüsse nach BayKiBiG;2017;Ansatz;197000
Verwaltungshaushalt;4;Soziale Sicherung;4653;Kinderhort der Diakonie;Ausgaben;Zuschüsse für lfd. Zwecke -Defizitausgleich-;2017;Ansatz;10000
Verwaltungshaushalt;4;Soziale Sicherung;4681;Tageseinrichtungen für Kinder -BIV Kindergarten-;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;281000
Verwaltungshaushalt;4;Soziale Sicherung;4681;Tageseinrichtungen für Kinder -BIV Kindergarten-;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8823.1690);2017;Ansatz;104400
Verwaltungshaushalt;4;Soziale Sicherung;4681;Tageseinrichtungen für Kinder -BIV Kindergarten-;Ausgaben;Personalkostenzuschüsse nach BayKiBiG;2017;Ansatz;532500
Verwaltungshaushalt;4;Soziale Sicherung;4681;Tageseinrichtungen für Kinder -BIV Kindergarten-;Ausgaben;Zuschüsse für.lfd.Zwecke -Defizitausgleich-;2017;Ansatz;128000
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;366000
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Ausgaben;Verwaltungs- u. Zweckausstattung;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Ausgaben;GWG (0 € = bis 410 €);2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Ausgaben;Bürobedarf;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (GL 8824, 8825.1690);2017;Ansatz;115000
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Ausgaben;Personalkostenzuschüsse nach BayKiBiG;2017;Ansatz;688000
Verwaltungshaushalt;4;Soziale Sicherung;4682;Tageseinrichtungen für Kinder -Evang. Kindergarten-+Hort;Ausgaben;Zuschüsse für lfd. Zwecke  -Defizitausgleich-;2017;Ansatz;208000
Verwaltungshaushalt;4;Soziale Sicherung;4683;Tageseinrichtungen für Kinder -Denk mit-;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;245000
Verwaltungshaushalt;4;Soziale Sicherung;4683;Tageseinrichtungen für Kinder -Denk mit-;Ausgaben;Personalkostenzuschüsse nach BayKiBiG;2017;Ansatz;476000
Verwaltungshaushalt;4;Soziale Sicherung;4684;Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­garten (Personalkostenzuschuß);2017;Ansatz;150000
Verwaltungshaushalt;4;Soziale Sicherung;4684;Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8871.1690);2017;Ansatz;63800
Verwaltungshaushalt;4;Soziale Sicherung;4684;Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe;Ausgaben;Personalkostenzuschüsse nach BayKiBiG;2017;Ansatz;280500
Verwaltungshaushalt;4;Soziale Sicherung;4684;Tageseinrichtungen für Kinder -Fortschritt KiGa + Krippe;Ausgaben;Zuschüsse für lfd. Zwecke - Defizitausgleich -;2017;Ansatz;55000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Einnahmen;Gebühren und Entgelte für Kinderkrippen und Kindergärten;2017;Ansatz;210500
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Einnahmen;Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Einnahmen;Zuweisungen für lfd. Zwecke v. Land -Pflegesatz Integrationsgruppe-;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Einnahmen;Zuweisungen für lfd. Zwecke: Kinderkrippe/-garten (Personalkostenzusch);2017;Ansatz;270000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Angestelltenvergütungen;2017;Ansatz;690000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Beschäftigungsentgelte und Freiwilligendienstleistende;2017;Ansatz;3000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2017;Ansatz;58000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2017;Ansatz;140000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Beihilfen, Unterstützungen u.ä.;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Verwaltungs- u. Zweckausstattung;2017;Ansatz;2000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;GWG (0 € - 410 € Netto);2017;Ansatz;2000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Mieten für Maschinen, Fahrzeuge, Geräte;2017;Ansatz;2800
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Gebäudebewirtschaftungskosten;2017;Ansatz;3600
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Aus- und Fortbildung, Umschulung;2017;Ansatz;13400
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Lebensmittel;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Kindergartenbedarf;2017;Ansatz;6000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Öffentlichkeitsarbeit;2017;Ansatz;500
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;EDV-Kosten an Dritte;2017;Ansatz;400
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Steuern und Versicherungen;2017;Ansatz;100
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Bürobedarf;2017;Ansatz;1500
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Bücher, Zeitschriften u.ä.;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Post- und Fernmeldegebühren;2017;Ansatz;1200
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Dienstreisen;2017;Ansatz;800
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Sonstige Geschäftsausgaben;2017;Ansatz;500
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8835.1690);2017;Ansatz;108700
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Innere Verrechnung Personalkosten Bauhof (7711.1691);2017;Ansatz;100
Verwaltungshaushalt;4;Soziale Sicherung;4685;Tageseinrichtung für Kinder - Haus für Kinder am Frauwiesenweg;Ausgaben;Innere Verrechnungen Personalkosten Kindertageseinrichtungen;2017;Ansatz;32100
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Einnahmen;Gebühren und Entgelte für Kinderhorte;2017;Ansatz;125000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Einnahmen;Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­hort (Personalkostenzuschuß);2017;Ansatz;150000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Angestelltenvergütungen;2017;Ansatz;430000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Beschäftigungsentgelte und Freiwilligendienstleistende;2017;Ansatz;3000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2017;Ansatz;37000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2017;Ansatz;90000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Beihilfen, Unterstützungen u.ä.;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Verwaltungs- u. Zweckausstattung;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;GWG (0 € - 410 € Netto);2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Mieten für Maschinen, Fahrzeuge, Geräte;2017;Ansatz;2800
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Gebäudebewirtschaftungskosten;2017;Ansatz;2000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Aus- und Fortbildung, Umschulung;2017;Ansatz;11000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Lebensmittel;2017;Ansatz;500
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Sonstige Lebensmittel;2017;Ansatz;500
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Kinderhortbedarf;2017;Ansatz;8000
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Öffentlichkeitsarbeit;2017;Ansatz;1200
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;EDV-Kosten an Dritte;2017;Ansatz;400
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Steuern und Versicherungen;2017;Ansatz;100
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Bürobedarf;2017;Ansatz;700
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Bücher, Zeitschriften u.ä.;2017;Ansatz;800
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Post- und Fernmeldegebühren;2017;Ansatz;1400
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Dienstreisen;2017;Ansatz;800
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Sonstige Geschäftsausgaben;2017;Ansatz;200
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Innere Verrechnung unentgeltliche Objektnutzung (HHST 8836.1690);2017;Ansatz;121200
Verwaltungshaushalt;4;Soziale Sicherung;4686;Tageseinrichtung für Kinder - Kinderhort an der Arnoldus-GS;Ausgaben;Innere Verrechnungen Personalkosten Kindertageseinrichtungen;2017;Ansatz;40800
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Einnahmen;Gebühren und Entgelte für Kinderhorte;2017;Ansatz;31000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Einnahmen;Erstattungen durch Gemeinden und Gemeindeverbände nach Art.18ff.BayKiBiG;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Einnahmen;Zuweisungen für lfd. Zwecke vom Land;2017;Ansatz;6600
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Einnahmen;Zuweisungen für lfd. Zwecke: Kinder­hort (Personalkostenzuschuß);2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Angestelltenvergütungen;2017;Ansatz;161000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Beschäftigungsentgelte und Freiwilligendienstleistende;2017;Ansatz;3000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;"Beiträge zu Versorgungskassen ""Angestellte""";2017;Ansatz;12000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;"Beiträge zur gesetzl. Sozialversicherung ""Angestellte""";2017;Ansatz;30000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Beihilfen, Unterstützungen u.ä.;2017;Ansatz;0
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Verwaltungs- u. Zweckausstattung;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;GWG (0 € - 410 € Netto);2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Gebäudebewirtschaftungskosten;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Aus- und Fortbildung, Umschulung;2017;Ansatz;1000
Verwaltungshaushalt;4;Soziale Sicherung;4687;Tageseinrichtung für Kinder - Mittagsbetreuung -Lilienthalstraße -;Ausgaben;Lebensmittel;2017;Ansatz;0
