Profitcenter;Objektnr.;Bezeichnung;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017;VE 2018;Plan 2018;Plan 2019;Plan 2020;Plan 2021;Plan 2022
30101;L03010100049;Sächliche Ausgaben GG Feldmark;45910000;andere sonstige ordentliche Erträge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100049;Sächliche Ausgaben GG Feldmark;54319018;sonstige Geschäftsaufwendungen;3.774,52;2.408,58;3.589,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100050;Sächliche Ausgaben KG Mühlenweg;45910000;andere sonstige ordentliche Erträge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100050;Sächliche Ausgaben KG Mühlenweg;54319018;sonstige Geschäftsaufwendungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100051;Sächliche Ausgaben KG Böhlstraße;54319018;sonstige Geschäftsaufwendungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100052;Sächliche Ausgaben GG Innenstadt;54319018;sonstige Geschäftsaufwendungen;5.570,54;4.245,34;6.271,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100053;Sächliche Ausgaben GG Brüner-Tor-Platz;54319018;sonstige Geschäftsaufwendungen;1.857,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100054;Sächliche Ausgaben GG Konrad-Duden;54319018;sonstige Geschäftsaufwendungen;3.806,17;2.956,63;4.108,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100055;Sächliche Ausgaben GG Quadenweg;54319018;sonstige Geschäftsaufwendungen;3.324,96;1.866,68;3.613,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100056;Sächliche Ausgaben GG Fusternberg;54319018;sonstige Geschäftsaufwendungen;3.543,42;1.326,56;3.637,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100057;Sächliche Ausgaben GG Buttendick;54319018;sonstige Geschäftsaufwendungen;4.690,78;1.028,83;3.024,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100058;Sächliche Ausgaben GG Blumenkamp;54319018;sonstige Geschäftsaufwendungen;3.188,12;1.217,93;3.350,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100059;Sächliche Ausgaben GG Bislich;54319018;sonstige Geschäftsaufwendungen;1.424,71;878,39;1.681,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100060;Sächliche Ausgaben GG Büderich;54319018;sonstige Geschäftsaufwendungen;2.346,87;2.557,52;3.452,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30101;L03010100062;Ganztagsgrundschule;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;-997.127,00;-1.113.746,00;-1.060.000,00;-1.299.300,00;0,00;-1.360.300,00;-1.421.300,00;-1.482.300,00;0,00;0,00
30101;L03010100062;Ganztagsgrundschule;41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;0,00;0,00;-8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100062;Ganztagsgrundschule;43210019;Elternbeiträge;-312.923,43;-383.240,50;-337.000,00;-410.025,00;0,00;-429.275,00;-448.525,00;-467.775,00;0,00;0,00
30101;L03010100062;Ganztagsgrundschule;52554000;Schulausstattung;3.210,70;5.406,72;5.000,00;8.000,00;0,00;8.000,00;8.000,00;8.000,00;0,00;0,00
30101;L03010100062;Ganztagsgrundschule;52910000;Aufwendungen für sonstige Dienstleistung;1.897.986,00;2.085.320,00;1.990.000,00;2.449.500,00;0,00;2.564.500,00;2.679.500,00;2.794.500,00;0,00;0,00
30101;L03010100062;Ganztagsgrundschule;54110000;Sonstige Personal- und Versorgungsaufwen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100063;geregelte Halbtagsschule;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;-6.000,00;-2.000,00;-8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100063;geregelte Halbtagsschule;52910000;Aufwendungen für sonstige Dienstleistung;14.000,00;6.000,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100063;geregelte Halbtagsschule;54110000;Sonstige Personal- und Versorgungsaufwen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100064;"""13 Plus"" Grundschulen";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;-5.000,00;-2.500,00;-5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100064;"""13 Plus"" Grundschulen";52910000;Aufwendungen für sonstige Dienstleistung;5.000,00;2.500,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100064;"""13 Plus"" Grundschulen";54110000;Sonstige Personal- und Versorgungsaufwen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100065;Projekt Grundschulen;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100065;Projekt Grundschulen;52910044;Projekte aus Landeszuschüssen;0,00;0,00;5,00;5,00;0,00;5,00;5,00;5,00;0,00;0,00
30101;L03010100066;GGS Büderich Umbau HMW;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100066;GGS Büderich Umbau HMW;52150000;Instandhaltung der Grundstücke u. baulic;0,00;66.597,15;150.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100067;GS Holzweg, Bau/Sanierung Pavillion;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100067;GS Holzweg, Bau/Sanierung Pavillion;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100068;Sanierung/Umbau Böhlschule;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100068;Sanierung/Umbau Böhlschule;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100069;Schulsozialarbeit B.I.T. Grundschulen;41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;-240.457,36;-119.290,50;-95.000,00;-117.000,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100069;Schulsozialarbeit B.I.T. Grundschulen;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100069;Schulsozialarbeit B.I.T. Grundschulen;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100069;Schulsozialarbeit B.I.T. Grundschulen;53180000;Zuweis. u. Zuschüsse für lfd. Zwecke an;146.560,52;155.088,00;157.000,00;156.000,00;0,00;159.900,00;163.898,00;167.995,00;0,00;0,00
30101;L03010100070;GGS Innenstadt Abriss Pavilion;52150000;Instandhaltung der Grundstücke u. baulic;41.737,55;2.399,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100071;GGS Innenstadt Umnutzung Kellerräume;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;134.600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100072;GGS Innenstadt Umzugskosten;52910000;Aufwendungen für sonstige Dienstleistung;0,00;1.167,69;6.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100073;GGS Feldmark Spielgerät Bolzplatz;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;45.000,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100073;GGS Feldmark Spielgerät Bolzplatz;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100074;GGS Feldmark Umbau Verwaltung;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100075;GGS Innenstadt Herstellung Küchenbereich;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;162.255,00;0,00;0,00;0,00;0,00;0,00;0,00
30101;L03010100075;GGS Innenstadt Herstellung Küchenbereich;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100001;IT-Bedarf Hauptschule;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100001;IT-Bedarf Hauptschule;52150000;Instandhaltung der Grundstücke u. baulic;0,00;533,60;2.500,00;2.500,00;0,00;2.500,00;2.500,00;2.500,00;0,00;0,00
30201;L03020100001;IT-Bedarf Hauptschule;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;143,14;120,00;120,00;0,00;120,00;120,00;120,00;0,00;0,00
30201;L03020100001;IT-Bedarf Hauptschule;52810000;Sonstige Sachleistungen;137,00;629,27;600,00;600,00;0,00;600,00;600,00;600,00;0,00;0,00
30201;L03020100001;IT-Bedarf Hauptschule;52910000;Aufwendungen für sonstige Dienstleistung;670,52;677,26;800,00;900,00;0,00;900,00;900,00;900,00;0,00;0,00
30201;L03020100002;Schulhöfe und KlassenräumeHauptschulen;52410000;Bewirtschaftung der Grundstücke, baulich;236,40;0,00;1.000,00;1.000,00;0,00;1.000,00;3.000,00;3.000,00;0,00;0,00
30201;L03020100003;Lehrküche;52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100010;Breitbandanbindung;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;1.800,00;0,00;1.800,00;1.800,00;1.800,00;0,00;0,00
30201;L03020100030;Sächliche Ausgaben Hauptschule Martini;45910000;andere sonstige ordentliche Erträge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100030;Sächliche Ausgaben Hauptschule Martini;54319018;sonstige Geschäftsaufwendungen;17.134,23;8.242,63;16.500,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30201;L03020100031;Sächl. Ausga. Konrad-Duden Hauptschule;54319018;sonstige Geschäftsaufwendungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100032;"""Geld oder Stelle"" Hauptschulen";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100032;"""Geld oder Stelle"" Hauptschulen";52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100034;Projekte Hauptschule;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;-5,00;-5,00;0,00;-5,00;-5,00;-5,00;0,00;0,00
30201;L03020100034;Projekte Hauptschule;52910044;Projekte aus Landeszuschüssen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100035;Ganztagsversorgung;52910000;Aufwendungen für sonstige Dienstleistung;17.849,40;14.032,39;17.000,00;17.000,00;0,00;17.000,00;17.000,00;0,00;0,00;0,00
30201;L03020100035;Ganztagsversorgung;54110000;Sonstige Personal- und Versorgungsaufwen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100069;Schulsozialarbeit B.I.T. Hauptschulen;41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;-69.918,21;-17.041,50;-15.750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100069;Schulsozialarbeit B.I.T. Hauptschulen;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30201;L03020100069;Schulsozialarbeit B.I.T. Hauptschulen;53180000;Zuweis. u. Zuschüsse für lfd. Zwecke an;51.731,55;30.156,00;27.000,00;52.000,00;0,00;53.300,00;54.633,00;55.998,00;0,00;0,00
30301;L03030100001;Schulhöfe und Klassenräume Realschulen;52410000;Bewirtschaftung der Grundstücke, baulich;0,00;0,00;500,00;1.500,00;0,00;1.000,00;1.500,00;1.500,00;0,00;0,00
30301;L03030100002;Entwässerung KDR Schulhof Kanalanschluss;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;65.000,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100003;IT-Bedarf Realschulen;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100003;IT-Bedarf Realschulen;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;1.000,00;1.000,00;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00
30301;L03030100003;IT-Bedarf Realschulen;52550000;Unterhaltung des sonstigen bew. Vermögen;325,66;384,56;120,00;120,00;0,00;120,00;120,00;120,00;0,00;0,00
30301;L03030100003;IT-Bedarf Realschulen;52810000;Sonstige Sachleistungen;191,80;2.345,81;600,00;600,00;0,00;600,00;600,00;600,00;0,00;0,00
30301;L03030100003;IT-Bedarf Realschulen;52910000;Aufwendungen für sonstige Dienstleistung;832,18;580,69;900,00;900,00;0,00;900,00;900,00;900,00;0,00;0,00
30301;L03030100010;Breitbandanbindung;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;3.500,00;0,00;3.500,00;3.500,00;3.500,00;0,00;0,00
30301;L03030100027;Sächl. Ausgaben Konrad-Duden-Realschule;45910000;andere sonstige ordentliche Erträge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100027;Sächl. Ausgaben Konrad-Duden-Realschule;54319018;sonstige Geschäftsaufwendungen;10.213,68;3.746,16;14.100,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30301;L03030100028;Sächliche Ausgaben Realschule-Mitte;54319018;sonstige Geschäftsaufwendungen;14.439,17;3.710,15;12.000,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30301;L03030100029;"""Geld oder Stelle"" Realschulen";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;-34.895,06;-33.410,98;-40.000,00;-40.000,00;0,00;-40.000,00;-40.000,00;-40.000,00;0,00;0,00
30301;L03030100029;"""Geld oder Stelle"" Realschulen";45010000;Sonstige ordentliche Erträge;-5.104,94;-7.452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100029;"""Geld oder Stelle"" Realschulen";52910000;Aufwendungen für sonstige Dienstleistung;40.034,10;40.862,98;40.000,00;40.000,00;0,00;40.000,00;40.000,00;40.000,00;0,00;0,00
30301;L03030100029;"""Geld oder Stelle"" Realschulen";54990000;Sonstige laufende Verwaltungstätigkeiten;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100030;Projekte Realschulen;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;-5,00;-5,00;0,00;-5,00;-5,00;-5,00;0,00;0,00
30301;L03030100030;Projekte Realschulen;52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100031;"""1000-Schulen-Programm"" Realschule";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100031;"""1000-Schulen-Programm"" Realschule";52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30301;L03030100032;Ganztagsversorgung Realschulen;52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;5,00;5,00;0,00;5,00;5,00;5,00;0,00;0,00
30401;L03040100001;Duwetech;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100001;Duwetech;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100001;Duwetech;52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100001;Duwetech;54319018;sonstige Geschäftsaufwendungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100002;IT-Bedarf Gymnasien;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100002;IT-Bedarf Gymnasien;52150000;Instandhaltung der Grundstücke u. baulic;19.053,74;29.595,51;27.500,00;2.500,00;0,00;2.500,00;2.500,00;2.500,00;0,00;0,00
30401;L03040100002;IT-Bedarf Gymnasien;52550000;Unterhaltung des sonstigen bew. Vermögen;394,68;0,00;120,00;120,00;0,00;120,00;120,00;120,00;0,00;0,00
30401;L03040100002;IT-Bedarf Gymnasien;52810000;Sonstige Sachleistungen;915,41;161,77;600,00;600,00;0,00;600,00;600,00;600,00;0,00;0,00
30401;L03040100002;IT-Bedarf Gymnasien;52910000;Aufwendungen für sonstige Dienstleistung;1.127,71;810,59;900,00;900,00;0,00;900,00;900,00;900,00;0,00;0,00
30401;L03040100003;Schulhöfe und Klassenräume Gymnasien;52410000;Bewirtschaftung der Grundstücke, baulich;1.686,42;540,20;2.000,00;2.000,00;0,00;2.000,00;2.000,00;2.000,00;0,00;0,00
30401;L03040100004;Schulsozialarbeit Gymnasien;54319034;Schulsozialarbeit;1.093,02;293,72;1.500,00;1.500,00;0,00;1.500,00;1.500,00;1.500,00;0,00;0,00
30401;L03040100008;Revitalisierung Außenanlage;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;12.000,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100009;AVG Schulhof;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;0,00;0,00;150.000,00;0,00;0,00;0,00;0,00
30401;L03040100010;Breitbandanbindung;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;3.500,00;0,00;3.500,00;3.500,00;3.500,00;0,00;0,00
30401;L03040100012;Umbau Schulzentrum Nord;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100012;Umbau Schulzentrum Nord;52150000;Instandhaltung der Grundstücke u. baulic;251.460,57;5.297,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100013;Umbau/ Erweiterung Lehrerzimmer AVG;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100030;Sächl. Ausgaben Konrad-Duden-Gymnasium;54319018;sonstige Geschäftsaufwendungen;26.700,57;18.972,27;33.000,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30401;L03040100031;Sächl. Ausg. Andreas-Vesalius-Gymnasium;54319018;sonstige Geschäftsaufwendungen;30.695,29;12.619,44;29.400,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30401;L03040100033;"""Geld oder Stelle"" Gymnasien";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;-18.342,50;-17.509,48;-25.000,00;-25.000,00;0,00;-25.000,00;-25.000,00;-25.000,00;0,00;0,00
30401;L03040100033;"""Geld oder Stelle"" Gymnasien";45010000;Sonstige ordentliche Erträge;-6.697,33;-7.865,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100033;"""Geld oder Stelle"" Gymnasien";52910000;Aufwendungen für sonstige Dienstleistung;25.972,90;25.375,00;25.000,00;25.000,00;0,00;25.000,00;25.000,00;25.000,00;0,00;0,00
30401;L03040100034;Projekte Gymnasien;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;-293,00;-5,00;-5,00;0,00;-5,00;-5,00;-5,00;0,00;0,00
30401;L03040100034;Projekte Gymnasien;52910044;Projekte aus Landeszuschüssen;0,00;293,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100035;"""1000-Schulen-Programm"" Gymnasien";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;0,00;-5,00;0,00;-5,00;-5,00;-5,00;0,00;0,00
30401;L03040100035;"""1000-Schulen-Programm"" Gymnasien";52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100035;"""1000-Schulen-Programm"" Gymnasien";52910044;Projekte aus Landeszuschüssen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100036;Kosten Ganztagsversorgung;52910000;Aufwendungen für sonstige Dienstleistung;866,00;958,00;2.000,00;2.000,00;0,00;2.000,00;2.000,00;2.000,00;0,00;0,00
30401;L03040100036;Kosten Ganztagsversorgung;54110000;Sonstige Personal- und Versorgungsaufwen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30401;L03040100038;Umabu Inklusion KDG;52150000;Instandhaltung der Grundstücke u. baulic;0,00;29.345,81;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30501;L03050100002;IT-Bedarf Gesamtschulen;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30501;L03050100002;IT-Bedarf Gesamtschulen;52150000;Instandhaltung der Grundstücke u. baulic;482,81;12.333,48;30.000,00;9.500,00;0,00;9.500,00;1.500,00;1.500,00;0,00;0,00
30501;L03050100002;IT-Bedarf Gesamtschulen;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;149,00;175,00;175,00;0,00;175,00;175,00;175,00;0,00;0,00
30501;L03050100002;IT-Bedarf Gesamtschulen;52810000;Sonstige Sachleistungen;164,40;49,93;500,00;500,00;0,00;500,00;500,00;500,00;0,00;0,00
30501;L03050100002;IT-Bedarf Gesamtschulen;52910000;Aufwendungen für sonstige Dienstleistung;571,20;685,32;800,00;800,00;0,00;800,00;800,00;800,00;0,00;0,00
30501;L03050100003;Schulhöfe und Klassenräume Gesamtschulen;52410000;Bewirtschaftung der Grundstücke, baulich;400,00;225,00;2.000,00;2.000,00;0,00;2.000,00;2.000,00;2.000,00;0,00;0,00
30501;L03050100004;Umbau Hausmeisterwohnung in Fachräume;52150000;Instandhaltung der Grundstücke u. baulic;191.815,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30501;L03050100004;Umbau Hausmeisterwohnung in Fachräume;52510000;Haltung von Fahrzeugen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30501;L03050100005;Dependance Gesamtschule (RS);52150000;Instandhaltung der Grundstücke u. baulic;0,00;142.702,31;185.000,00;150.000,00;0,00;0,00;0,00;0,00;0,00;0,00
30501;L03050100010;Breitbandanbindung;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;0,00;1.800,00;0,00;1.800,00;1.800,00;1.800,00;0,00;0,00
30501;L03050100020;Sächliche Ausgaben Gesamtschule;54319018;sonstige Geschäftsaufwendungen;39.855,71;12.656,06;39.500,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
30501;L03050100021;Sächliche Ausgaben Ausbildungsmarkt;54319018;sonstige Geschäftsaufwendungen;746,78;807,20;1.000,00;1.000,00;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00
30501;L03050100022;Projekte Gesamtschulen;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;-5,00;-5,00;0,00;-5,00;-5,00;0,00;0,00;0,00
30501;L03050100022;Projekte Gesamtschulen;52910044;Projekte aus Landeszuschüssen;0,00;0,00;5,00;5,00;0,00;5,00;5,00;5,00;0,00;0,00
30501;L03050100023;Kosten Ganztagsversorgung;52910000;Aufwendungen für sonstige Dienstleistung;14.804,60;13.770,24;16.000,00;16.000,00;0,00;16.000,00;16.000,00;16.000,00;0,00;0,00
30501;L03050100023;Kosten Ganztagsversorgung;54110000;Sonstige Personal- und Versorgungsaufwen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100002;IT-Bedarf Förderschulen;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100002;IT-Bedarf Förderschulen;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100002;IT-Bedarf Förderschulen;52550000;Unterhaltung des sonstigen bew. Vermögen;110,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100002;IT-Bedarf Förderschulen;52810000;Sonstige Sachleistungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100002;IT-Bedarf Förderschulen;52910000;Aufwendungen für sonstige Dienstleistung;528,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100003;Schulhöfe und Klassenräume Förderschulen;52410000;Bewirtschaftung der Grundstücke, baulich;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100024;Sächliche Ausgaben Ellen-Key-Schule;54319018;sonstige Geschäftsaufwendungen;2.633,23;0,00;1.732,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100025;"Projekt ""Förderschule E""";41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;-24.125,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100025;"Projekt ""Förderschule E""";52910000;Aufwendungen für sonstige Dienstleistung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100026;"""Geld oder Stelle"" Förderschulen";41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;-7.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100026;"""Geld oder Stelle"" Förderschulen";52910000;Aufwendungen für sonstige Dienstleistung;7.505,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100027;Projekte Förderschulen;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;-5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100027;Projekte Förderschulen;52910044;Projekte aus Landeszuschüssen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100069;Schulsozialarbeit B.I.T. Förderschulen;41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;-30.649,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
30601;L03060100069;Schulsozialarbeit B.I.T. Förderschulen;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
