Kapitel,Bezeichnung,TGr.,Bezeichnung,Titel,FZ,Zweckbestimmung,Ansatz 2016 in EUR,Ansatz 2017 in EUR,Ansatz 2018 in EUR
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",66281,511,Zinsverbilligungen an private Unternehmen,158000,67900,23500
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",68181,511,Sonstige Geldleistungen an natürliche Personen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",68281,511,Zuschüsse für laufende Zwecke an öffentliche Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",68381,511,Zuschüsse für laufende Zwecke an private Unternehmen,98800,88200,75900
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",68681,511,Sonstige Zuschüsse für laufende Zwecke im Inland,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Fischereifonds (EFF),68384,532,Zuschüsse für laufende Zwecke an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,67185,521,Rückzahlungen und Erstattungen an Berlin und den Bund,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,68385,521,Zuschüsse für laufende Zwecke an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),71262,521,Baumaßnahmen für die Waldbrandüberwachung,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),71362,521,Wasserbautechnische Maßnahmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2007 - 2013,71380,521,Wasserbautechnische Maßnahmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",71381,511,Baumaßnahmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),88362,521,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,284100,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),88762,521,Zuweisungen für Investitionen an Zweckverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),89262,521,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),89362,521,Zuschüsse für Investitionen an Sonstige,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2007 - 2013,88380,521,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2007 - 2013,88780,521,Zuweisungen für Investitionen an Zweckverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2007 - 2013,89280,521,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2007 - 2013,89380,521,Zuschüsse für Investitionen an Sonstige,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",88381,511,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",88781,511,Zuweisungen für Investitionen an Zweckverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",89281,511,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",89381,511,Zuschüsse für Investitionen an Sonstige,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Fischereifonds (EFF),88784,532,Zuweisungen für Investitionen an Zweckverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Fischereifonds (EFF),89284,532,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,89285,521,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),86,Förderung der Flurbereinigung im Rahmen von LMBV-Verfahren,88386,511,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),86,Förderung der Flurbereinigung im Rahmen von LMBV-Verfahren,88786,511,Zuweisungen für Investitionen an Zweckverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),86,Förderung der Flurbereinigung im Rahmen von LMBV-Verfahren,89286,511,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),86,Förderung der Flurbereinigung im Rahmen von LMBV-Verfahren,89386,511,Zuschüsse für Investitionen an Sonstige,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),87,Unternehmensflurbereinigung,88387,511,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),87,Unternehmensflurbereinigung,88787,511,Zuweisungen für Investitionen für Zweckverbände,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),87,Unternehmensflurbereinigung,89287,511,Zuschüsse für Investitionen an private Unternehmen,0,0,0
10025,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2007 bis 2013),87,Unternehmensflurbereinigung,89387,511,Zuschüsse für Investitionen an Sonstige,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),11962,521,Rückzahlungen von Zuweisungen und Zuschüssen sowie Zinsen GAK,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,11980,521,Rückzahlungen und Zinsen im Rahmen der Förderperiode 2014 bis 2020 (EU-Mittel),0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",11981,521,Rückzahlungen von Zuweisungen und Zuschüssen sowie Zinsen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,11985,521,Rückzahlungen von Zuweisungen und Zuschüssen sowie Zinsen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),23162,521,Zuweisungen des Bundes für die Gemeinschaftsaufgabe,10714900,11766000,11850900
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,27180,521,Erstattungen der EU,86132900,86937500,86937500
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Meeres- und Fischereifonds (EMFF),27184,532,Erstattungen der EU im Rahmen des EMFF,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,23285,521,Zuweisungen des Landes Berlin und des Bundes,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,27285,521,Erstattungen der EU,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),86,Förderung der Flurbereinigung im Rahmen von LMBV-Verfahren ,28286,511,Kostenbeiträge nach Flurbereinigungsgesetz,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),87,Unternehmensflurbereinigung,28287,511,Kostenbeiträge nach Flurbereinigungsgesetz,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),88,Vorleistungen des Landes im  Zusammenhang mit ELER- und GAK-Förderung,23288,521,"Erstattungen der EU, des Bundes und des Landes",0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),33162,521,Zuweisungen des Bundes für Investitionen für die Gemeinschaftsaufgabe,37514800,37500000,37500000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,34680,521,Erstattungen der EU für Investitionen,67060700,98555900,98555900
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",34181,523,Beiträge Dritter für Investitionen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Meeres- und Fischereifonds (EMFF),34684,532,Erstattungen der EU für Investitionen im Rahmen des EMFF ,1800000,2800000,2800000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,33285,521,Zuweisungen des Landes Berlin und des Bundes für Investitionsausgaben,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,34685,521,Erstattungen der EU für Investitionsausgaben,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),88,Vorleistungen des Landes im  Zusammenhang mit ELER- und GAK-Förderung,33288,521,"Erstattungen der EU, des Bundes und des Landes für Investitionen",0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",42981,511,Entgelte für Aushilfen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),53762,521,Sonstige sächliche Verwaltungsausgaben,1500000,2000000,2000000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,53780,521,Sonstige sächliche Verwaltungsausgaben,4000000,5000000,5000000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,54780,521,Sächliche Verwaltungsausgaben,10397800,12162400,12162400
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",53781,511,Sonstige sächliche Verwaltungsausgaben,2000000,3000000,3000000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",54781,511,Sächliche Verwaltungsausgaben,1828600,2413700,2413700
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Meeres- und Fischereifonds (EMFF),53784,532,Vergabe von Aufträgen an Dritte,100000,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Meeres- und Fischereifonds (EMFF),54784,532,Sächliche Verwaltungsausgaben,,170000,170000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,54785,521,Sächliche Verwaltungsaufgaben ,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),86,Förderung der Flurbereinigung im Rahmen von LMBV-Verfahren ,53786,511,Sächliche Verwaltungsausgaben,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),87,Unternehmensflurbereinigung,53787,511,Sächliche Verwaltungsausgaben,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),88,Vorleistungen des Landes im Zusammenhang mit ELER- und GAK-Förderung,53788,521,Sächliche Verwaltungsausgaben,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),88,Vorleistungen des Landes im Zusammenhang mit ELER- und GAK-Förderung,54788,521,"Sächliche Verwaltungsausgaben
",0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),63362,521,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),66262,521,Zinsverbilligungen an private Unternehmen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),67162,521,Erstattung von Rückzahlungen und Zinsen an den Bund ,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),68362,521,Zuschüsse für laufende Zwecke an private Unternehmen,9214900,9766000,9850900
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),68662,521,Sonstige Zuschüsse für laufende Zwecke im Inland,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,63380,521,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,68380,521,Zuschüsse für laufende Zwecke an private Unternehmen,71735100,69775100,69775100
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,68680,521,Sonstige Zuschüsse für laufende Zwecke im Inland,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",63381,511,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",66281,511,Zinsverbilligungen an private Unternehmen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",68381,511,Zuschüsse für laufende Zwecke an private Unternehmen,8386600,10381100,10437800
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",68681,511,Sonstige Zuschüsse für laufende Zwecke im Inland,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),84,Förderungen von Strukturmaßnahmen im Rahmen des Europäischen Meeres- und Fischereifonds (EMFF),68384,532,Zuschüsse für laufende Zwecke an private Unternehmen,500000,630000,630000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),85,Durchführung des Landwirtschaftsstaatsvertrages zwischen Berlin und Brandenburg,68385,521,Zuschüsse für laufende Zwecke an private Unternehmen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),71362,521,Wasserbautechnische Maßnahmen,25049000,25000000,25000000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,71380,521,Wasserbautechnische Maßnahmen,16725000,16725000,16725000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),81,"Landesmittel zur Kofinanzierung von Maßnahmen des Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER), weiterer EU-Programme sowie für die Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK)",71381,511,Baumaßnahmen,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),88362,521,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,2257100,2500000,2500000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),88762,521,Zuweisungen für Investitionen an Zweckverbände,6023000,4000000,4000000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),89262,521,Zuschüsse für Investitionen an private Unternehmen,4185700,6000000,6000000
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),62,Bundesmittel der Gemeinschaftsaufgabe zur Verbesserung der Agrarstruktur und des Küstenschutzes (GAK),89362,521,Zuschüsse für Investitionen an Sonstige,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,86380,521,Zuführungen an den revolvierenden Darlehensfonds ELER,0,0,0
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,88380,521,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,8571400,11314300,11314300
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,88780,521,Zuweisungen für Investitionen an Zweckverbände,4892900,10316600,10316600
10026,Strukturförderung Entwicklung ländlicher Räume und Landwirtschaft (FP 2014 bis 2020),80,EU-Mittel zur Förderung der Entwicklung des ländlichen Raums durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) 2014-2020,89280,521,Zuschüsse für Investitionen an private Unternehmen,36871400,60200000,60200000
