"Produkt";"Produktbezeichnung";"Produktgruppe";"Produktgruppenbezeichnung";"Produktbereich";"Produktbereich Bezeichnung";"Dezernat";"Dezernatsbezeichnung";"Teilhaushalte";"Teilhaushalte Bezeichnung";"Amt / Dienststelle";"Amt / Dienststelle Bezeichnung";"Ergebnis 2015 (Erträge)";"Ergebnis 2015 (Aufwendungen)";"Ergebnis 2015 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2016 (Erträge)";"Ansatz 2016 (Aufwendungen)";"Ansatz 2016 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2017 (Erträge)";"Ansatz 2017 (Aufwendungen)";"Ansatz (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2018 (Erträge)";"Ansatz 2018 (Aufwendungen)";"Ansatz 2018 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)"
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";0;0;0;0;0;0;72;-4500;-4428;72;-4561;-4490
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";0;0;0;0;0;0;2850;-7642;-4792;2850;-7764;-4914
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";0;0;0;0;0;0;3390;-1085;2305;3390;-1115;2275
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";0;0;0;0;0;0;0;-1697;-1697;0;-1731;-1731
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;0;0;0;0;0;0;-4581;-4581;0;-4632;-4632
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;0;0;0;0;0;0;-10790;-10790;0;-11023;-11023
"545001";"Straßenreinigung";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";0;0;0;0;0;0;450851;-6876183;-6425332;450851;-6876735;-6425884
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";0;0;0;0;0;0;0;-1100;-1100;0;-1115;-1115
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";0;0;0;0;0;0;0;-1304;-1304;0;-1342;-1342
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";0;0;0;0;0;0;72;-4610;-4538;72;-4671;-4600
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";0;0;0;0;0;0;0;-1092;-1092;0;-1109;-1109
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";0;0;0;0;0;0;0;-727;-727;0;-747;-747
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";0;0;0;0;0;0;0;-560;-560;0;-571;-571
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;0;0;0;0;0;0;-1530;-1530;0;-1547;-1547
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;0;0;0;0;0;0;-3593;-3593;0;-3671;-3671
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";0;0;0;0;0;0;201;-171973;-171772;201;-172260;-172059
"545002";"Winterdienst";"5450";"Straßenreingung und Winterdienst";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";0;0;0;0;0;0;0;-1796;-1796;0;-1820;-1820
"546001";"Bereitst./Betrieb v.Parkierungseinricht.";"5460";"Parkierungseinrichtungen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;-1755;1755;0;-2664;-2664;0;-1313;-1313;0;-1315;-1315
"546001";"Parkplatzbewirtschaftung ALW";"5460";"Parkierungseinrichtungen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";16599;-5775;22375;14800;-5834;8966;85000;-5643;79357;85000;-5653;79347
"546001";"Bereitst./Betrieb v.Parkierungseinricht.";"5460";"Parkierungseinrichtungen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";4135309;-1830764;5966074;3801000;-1499077;2301923;4133332;-1635632;2497701;4133332;-1631111;2502222
"547001";"ÖPNV-Förderung";"5470";"Verkehrsbetriebe / ÖPNV";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";496774;-2522416;3019190;472000;-3772897;-3300897;496613;-4256350;-3759737;496613;-6619242;-6122628
"548001";"Industriegleis";"5480";"Sonstiger Personen- und Güterverkehr";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";48380;-225717;274098;32000;-250662;-218662;64424;-349936;-285513;64424;-319044;-254620
"549000";"Öffentliche Toilettenanlagen";"5490";"Öffentliche Toilettenanlagen";"54";"Verkehrsflächen und -anlagen, ÖPNV";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";0;0;0;0;0;0;730;-374996;-374266;732;-378813;-378081
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";70;-38983;39053;0;-24668;-24668;70;-48723;-48653;70;-49421;-49351
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";0;-25245;25245;0;-20244;-20244;0;-26047;-26047;0;-27055;-27055
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";1304;-49883;51187;0;-38152;-38152;1256;-46798;-45542;1256;-47538;-46282
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";0;-21005;21005;0;-17812;-17812;0;-22567;-22567;0;-22926;-22926
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";0;-35912;35912;0;-34493;-34493;0;-36148;-36148;0;-37155;-37155
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";0;-20047;20047;0;-13467;-13467;0;-15977;-15977;0;-16267;-16267
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";0;-24986;24986;0;-20249;-20249;0;-27187;-27187;0;-27489;-27489
"551000";"Grün-Freizeitflächen";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";0;-42506;42506;0;-33736;-33736;0;-43883;-43883;0;-44832;-44832
"551000";" Öffentlichem Grün/Landschaftsbau";"5510";"Öffentliches Grün/Landschaftsbau";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";312786;-5639933;5952719;312600;-4741294;-4428694;300369;-6220330;-5919960;298920;-6319716;-6020797
"552001";"Kommunale Gewässer (inkl.Hochwassersch.)";"5520";"Gew.schutz/Öffentl. Gew./Wasserbaul. Anl";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";270369;-912252;1182621;242000;-835254;-593254;269791;-963680;-693889;269791;-1000953;-731161
"552002";"Gewässerschutz";"5520";"Gew.schutz/Öffentl.Gew/Wasserbaul.Anl";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";78330;-1101828;1180158;40600;-976827;-936227;88596;-1202810;-1114213;115396;-1252275;-1136878
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-151";"151 Ortsverw. Lehen";8994;-44691;53685;9850;-44610;-34760;8250;-29095;-20845;8250;-29702;-21452
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-152";"152 Ortsverw. Opfingen";16175;-35608;51783;13640;-12641;999;16172;-35164;-18992;16172;-36316;-20144
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-153";"153 Ortsverw. Waltershofen";11100;-15530;26630;8900;-2027;6873;11094;-14206;-3113;11094;-14391;-3297
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-154";"154 Ortsverw. Tiengen";12519;-20488;33007;10200;-4948;5252;12520;-20505;-7985;12520;-20874;-8354
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-155";"155 Ortsverw. Munzingen";14709;-39807;54515;7700;-9217;-1517;14710;-34807;-20097;14710;-35385;-20675
"212002";"Förderschulen";"2120";"Sonderschulen";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";587550;-312691;900240;576466;-435904;140562;519299;-642914;-123615;522712;-690003;-167291
"212003";"Sonstigen Sonderschulen";"2120";"Sonderschulen";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";1449393;-861401;2310794;1455123;-1076197;378925;1850972;-1787955;63017;1857179;-1878267;-21088
"213000";"Berufsbildende Schulen";"2130";"Berufsbildende Schulen";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";9428783;-6669250;16098032;9427770;-6104435;3323335;10937700;-6929684;4008016;10955250;-6940479;4014771
"214001";"Schülerbeförderung";"2140";"Schülerbezogene Leistungen";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";6293345;-7336086;13629431;6652540;-8260779;-1608239;2986330;-4406945;-1420615;2984620;-4529999;-1545379
"214002";"Fördermaßnahmen f.Schüler/Innen";"2140";"Schülerbezogene Leistungen";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";1343886;-2754783;4098669;1182370;-2997766;-1815396;690000;-543021;146979;690000;-550156;139844
"215001";"Öffentlichkeitsarbeit";"2150";"Sonstige schulische Aufgaben / Einricht.";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";3006723;-9752458;12759181;3131689;-11057474;-7925786;109;-97886;-97777;106;-97941;-97835
"215002";"Vergabe schulischer Einricht. an Dritte";"2150";"Sonstige schulische Aufgaben / Einricht.";"21";"Schulträgeraufgaben";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";866297;-381340;1247637;875000;-227525;647475;1279867;-320344;959522;1281241;-303791;977450
"215003";"Förd. v. Schulen i. and. Trägerschaften";"2150";"Sonstige schulische Aufgaben / Einricht.";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";0;0;0;0;0;0;0;-234900;-234900;0;-234900;-234900
"215004";"AV-Medien u. Geräte ( Medienzentren )";"2150";"Sonstige schulische Aufgaben / Einricht.";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";0;0;0;0;0;0;0;-254942;-254942;0;-268000;-268000
"215006";"Bildungsregion";"2150";"Sonstige schulische Aufgaben / Einricht.";"21";"Schulträgeraufgaben";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";0;0;0;0;0;0;248700;-1509589;-1260888;202277;-1528416;-1326140
"252000";"Kommunale Museen";"2520";"Kommunale Museen";"25";"Museen, Archiv, Zoo";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-410";"410 Kulturamt";0;-2042717;2042717;0;-2441141;-2441141;0;-1989670;-1989670;0;-2059417;-2059417
"252000";"Kommunale Museen";"2520";"Kommunale Museen";"25";"Museen, Archiv, Zoo";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-450";"450 Städt. Museen Freiburg";1046414;-4267007;5313421;987620;-3816746;-2829126;1110654;-4368245;-3257591;1110654;-4480560;-3369905
"252100";"Archiv";"2521";"Archiv";"25";"Museen, Archiv, Zoo";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-410";"410 Kulturamt";30778;-777943;808722;6000;-725082;-719082;10920;-910420;-899500;10920;-923512;-912592
"253000";"Mundenhof";"2530";"Zoologische und Botanische Gärten";"25";"Museen, Archiv, Zoo";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";706549;-1951666;2658215;611200;-1696191;-1084991;754372;-2044028;-1289656;754372;-2017888;-1263516
"261000";"Eigenbetrieb Theater Freiburg";"2610";"Theater";"26";"Theater, Konzerte, Musikschulen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";0;-15019180;15019180;0;-15472915;-15472915;0;-17271804;-17271804;0;-16645468;-16645468
"262004";"Förderung der Musik";"2620";"Musikpflege";"26";"Theater, Konzerte, Musikschulen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-410";"410 Kulturamt";9627;-1261613;1271240;22100;-1150956;-1128856;8800;-1447706;-1438906;8800;-1581151;-1572351
"263000";"Musikschulen mit Jazz - und Rockschule";"2630";"Musikschulen";"26";"Theater, Konzerte, Musikschulen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";14772;-1214902;1229674;10000;-1281247;-1271247;10000;-1392491;-1382491;10000;-1459443;-1449443
"271000";"Volkshochschule";"2710";"Volkshochschulen";"27";"VHS, Bibliotheken, Kulturpäd. Einricht.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";237155;-1516329;1753484;236860;-1534758;-1297898;236860;-1408630;-1171770;236860;-1443212;-1206352
"272001";"Medien- und Informationsdienste";"2720";"Bibliotheken";"27";"VHS, Bibliotheken, Kulturpäd. Einricht.";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-430";"430 Stadtbibliothek";329574;-2675682;3005256;329805;-2656970;-2327165;333913;-2813015;-2479102;333690;-2879745;-2546055
"272006";"Programmarbeit";"2720";"Bibliotheken";"27";"VHS, Bibliotheken, Kulturpäd. Einricht.";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-430";"430 Stadtbibliothek";4710;-67099;71810;5112;-66249;-61136;4633;-70740;-66107;4628;-72298;-67670
"272007";"Führungen";"2720";"Bibliotheken";"27";"VHS, Bibliotheken, Kulturpäd. Einricht.";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-430";"430 Stadtbibliothek";369;-22895;23263;3;-21202;-21199;44;-25129;-25086;43;-25805;-25762
"273001";"Planetarium";"2730";"Kulturpädagogische Einrichtungen";"27";"VHS, Bibliotheken, Kulturpäd. Einricht.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_08";"THH 8 Amt f. Schule, Bildung";"AMT-400";"400 Amt f. Schule, Bildung";201128;-722619;923747;223000;-499334;-276334;211128;-713439;-502311;210188;-714634;-504446
"281000";"Kulturpflege";"2810";"Sonstige Kulturpflege";"28";"Sonstige Kulturpflege";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-410";"410 Kulturamt";251594;-5478796;5730390;277950;-5449674;-5171724;72000;-5623374;-5551374;85000;-5960349;-5875349
"281001";"Kulturförderung";"2810";"Sonstige Kulturpflege";"28";"Sonstige Kulturpflege";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;-87267;87267;0;-99354;-99354;0;-100095;-100095;0;-100141;-100141
"281001";"Kulturförderung";"2810";"Sonstige Kulturpflege";"28";"Sonstige Kulturpflege";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";8923;-190649;199572;0;-30337;-30337;9123;-43615;-34492;9123;-44740;-35617
"311001";"Hilfe zur Pflege";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";2416372;-17271917;19688288;2033393;-19584650;-17551257;2412767;-19354753;-16941986;2412767;-20529982;-18117216
"311002";"Eingliederungsh.f.behinderte Menschen";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";9044976;-36088156;45133132;6725184;-38098302;-31373117;6768507;-40334291;-33565784;6813597;-42266236;-35452638
"311003";"Hilfen zur Gesundheit";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";23149;-3347539;3370688;27470;-3071399;-3043929;36430;-3740508;-3704078;36430;-4043379;-4006949
"311004";"Hilfen für blinde Menschen";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";65571;-1108526;1174097;68771;-1140688;-1071918;65380;-1068010;-1002629;65380;-1072794;-1007413
"311005";"HLU/Grundsicherung i.Alter/Erwerbsmin.";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";25495252;-30556928;56052179;25876187;-29939688;-4063501;184892;-5340210;-5155319;184892;-5568796;-5383904
"311005";"BuT SGB XII: Mittagsverpflegung";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";198;-31817;32015;12;-19374;-19362;7;-25860;-25852;7;-25994;-25987
"311006";"Son.Leist.z.Sich.d.Lebensgrundl. SGB XII";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";72319;-307933;380252;13870;-229432;-215562;72180;-297883;-225703;72180;-301299;-229119
"311007";"Überwindung bes. soz. Schwierigkeiten";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";187001;-2544604;2731605;181180;-1632535;-1451355;196158;-2695490;-2499331;200788;-2788798;-2588010
"311008";"GruSi im Alter u. bei Erwerbsminderung";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";0;0;0;0;0;0;31385847;-32481522;-1095676;35066927;-36310188;-1243261
"311008";"Grundsicherung im Alter, Erwerbsm.";"3110";"Grundversorgung und Hilfen nach SGB XII";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";0;0;0;0;0;0;7;-6140;-6132;7;-6274;-6267
