Kontengruppe-Nummer;Kontengruppe;Profitcenter;Profitcenter-Bezeichnung;Art;PSP-Element;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210014;Ersatzleistungen Sozialträger Dritter BW;-409.836,64;-394.854,49;-458.009,00;-473.581,00
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210015;Ersatzleistungen Minderjährige HzE;-149,5;0;-2.364,00;0
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210017;Ersatzleistungen Minderjährige;0;0;-945;0
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210020;Ersatzleistungen Minderjährige;0;0;0;0
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210021;Ersatzleistungen Volljährige;-18.019,43;-32.303,92;-37.798,00;-39.083,00
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210022;Ersatzleistungen Volljährige;-6.197,06;-8.422,83;-28.869,00;-29.851,00
42;sonstige Transfererträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;42210023;Ersatzleistungen Volljährige;0;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;43110000;Verwaltungsgebühren;0;0;-22.136,00;0
43;öffentlich-rechtliche Leistungsentgelte;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;43110029;Verwaltungsgebühren Auslandsadoptionen;0;0;0;-2.000,00
44;Privatrechtliche Leistungsentgelte;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;44820006;Erstattung Kreis Personal-/Betriebskoste;-38.086,65;-39.281,60;-51.299,00;-53.043,00
44;Privatrechtliche Leistungsentgelte;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;44880009;Erstattung Unterbringungskosten;-51.852,24;-126.093,10;-119.710,00;-123.780,00
44;Privatrechtliche Leistungsentgelte;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;44890000;Sonstige Träger der Jugendhilfe;-1.815.008,56;-3.073.928,41;-1.572.474,00;-8.825.938,00
45;sonstige ordentliche Erträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;45820000;Erträge aus der Auflösung von Rückstellu;0;-17.622,13;0;0
45;sonstige ordentliche Erträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;45829001;Erträge aus der Auflösung RS Prozesskost;-9.100,00;0;0;0
45;sonstige ordentliche Erträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;45830100;ET aus der Auflösung v. Verbindlichkeite;0;-4.588,95;0;0
45;sonstige ordentliche Erträge;60301; Hilfen zur Erziehung ;1;1.100.06.03.01;45831000;Aufhebung Niederschlagung;-134,05;0;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50110000;Bezüge Beamte;323.419,87;260.825,72;321.567,00;355.728,00
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50120000;Vergütungen tariflich Beschäftigte;1.672.699,34;1.614.987,06;1.622.483,00;1.977.719,00
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50220000;Versorgungskassenb. tarifl. Beschäftigte;135.220,20;133.749,19;131.200,00;157.041,00
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50290000;Versorgungskassenb. sonst. Beschäftigte;0;0;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;343.359,44;353.213,92;325.688,00;396.439,00
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50410000;Beihilfen und Unterstützungsleistungen f;19.521,13;15.520,48;22.587,84;23.612,28
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50411000;Beihilf. u.a.taBesch;336,38;522,97;63,96;139,8
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50510000;Rückstellungen für Pensionsverpflichtung;122.659,62;121.918,43;132.316,00;185.212,00
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50610000;Rückstellungen für Beihilfen;41.507,54;28.964,09;35.281,00;34.907,00
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50710000;Zuf. Altersteilzeit Rückstellung Beamte;0;0;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50720000;Zuf. ATZ-RS tBesch;0;0;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50811000;RS Urlaub Beamte;2.616,96;10.848,20;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50812000;RS Urlaub tarifl. Beschäftigte;3.800,30;103,55;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50813000;RS Überstunden Beamte;974,06;1.822,27;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50814000;RS Überstunden tarifl.Beschäftigte;1.403,05;9.881,64;0;0
50;Personalaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;50911000;Zuführ. Rückstellung Besoldungsnachzahlu;0;0;0;0
51;Versorgungsaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;51210000;Beitr. Versorgungsk. Versorgungsempfänge;1.723,90;1.424,70;1.787,52;1.971,24
51;Versorgungsaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;34.006,68;32.795,04
51;Versorgungsaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;51510000;Zuf. Pensionsrückst. Versorgungsempf.;142.275,74;147.040,19;115.373,00;174.912,00
51;Versorgungsaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;51610000;Zuf. Beihilferückst. Versorgungsempf.;48.355,05;35.353,89;31.383,00;34.422,00
51;Versorgungsaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;51711000;Zuführ. Rückstellung Besoldungsnz. Verso;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52351000;Managemententgelte ZGM;102.684,00;178.224,00;178.229,00;195.516,00
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52550000;Unterhaltung des so. bewegl. Vermögens;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52550013;Erwerb Vermögensgegenstände < 410 Euro;0;1.359,51;3.360,00;0
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52810011;Adoptionsvermittlung;825,51;322,89;1.681,00;1.698,00
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52810033;Projekt FaMO's;36.848,67;34.099,07;25.000,00;25.000,00
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52810034;Sachkosten Datenverarbeitung;10.955,55;9.974,14;15.000,00;11.000,00
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52810067;Netzwerk frühe Hilfen u. Familienhebamme;66.703,11;66.907,38;70.000,00;70.000,00
52;Aufwendungen für Sach- und Dienstleistungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;52810085;Schulsozialarbeit;41.207,13;326.545,57;383.200,00;383.200,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53180011;Zuschuss Drogenberatung;318.501,00;321.501,00;321.501,00;324.501,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53180016;Inobhutnahme;298.625,16;2.181.601,41;177.902,00;1.857.240,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53180019;Zuschuss Ferienerholung mit Kindern;18.808,20;15.576,40;31.818,00;31.818,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53180021;Zuschuss Jugendgerichtshilfe;80.547,56;174.724,50;229.723,00;184.317,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53180037;Zuschuss lebensweltorientierte Angebote;37.012,82;15.833,58;18.362,00;38.729,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53310002;Hilfen zur Erziehung;1.558.635,44;1.562.506,55;1.345.283,00;1.722.189,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53310007;Unterbringung Volljähriger in Familien;134.375,86;175.850,21;119.588,00;121.980,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53310008;Eingliederungshilfe;1.786.259,87;1.758.451,12;1.650.586,00;1.833.598,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53310009;Hilfe zur Erziehung offener Ganztag;462.416,67;457.250,00;502.138,00;512.181,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53310010;Träger Jugendhilfe;1.468.779,46;1.427.910,52;1.034.376,00;1.255.064,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53310011;Sonstige Erziehungshilfen;2.653.740,14;3.201.464,97;2.362.314,00;2.709.560,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320001;Unterbringung Familienpflege;1.543.027,19;1.855.742,91;1.433.230,00;1.491.895,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320002;Betreutes Wohnen;456.666,87;909.334,12;369.625,00;377.018,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320003;Unterbringung Heimpflege;4.480.272,86;4.523.727,94;4.177.531,00;9.496.082,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320004;Unterbringung Tagesgruppe;360.654,43;423.199,70;457.281,00;466.427,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320005;Unterbringung junger Volljähriger;451.877,26;492.164,89;445.316,00;454.222,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320006;Unterbringung Volljähriger Heimpflege;1.691.572,38;1.838.328,69;1.550.644,00;1.581.657,00
53;Transferaufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;53320007;HzE in eigenen Einrichtungen;1.230,46;2.358,45;8.323,00;4.489,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54110001;Führungszeugnisse;0;26;101;102
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54111000;Fahrtkostenerstattung Beamte;674,23;547,73;4.732,00;750
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54111100;Fahrtkostenerstattung tariflich Beschäft;4.692,23;4.679,29;0;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54120001;Dienst-/Schutzkleidung;0;0;0;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54120004;Qualitätszirk. OGATA;0;0;3.000,00;3.000,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54130000;Aus- und Fortbildung;16.893,57;17.051,80;18.000,00;18.000,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54130002;Fortbildung und Praxisberatung;30.473,69;20.867,92;30.000,00;30.300,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54130010;Dienstreisen, Reisekosten JHP;139,07;22,8;250;250
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54130011;Fortb.,Praxixberatung JHP;15;119,2;500;500
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54140002;Umzugskosten;0;0;0;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54220009;Miete EDV-Leitungen;4.626,72;4.626,72;6.500,00;4.800,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54291000;Prozesskosten;0;3.861,60;2.700,00;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54291010;Soz. Arbeit §29 KJHG;17.294,07;5.475,58;22.292,00;22.515,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54294000;Verwaltungskostenbeitrag RVK;1.389,57;1.086,87;1.482,60;1.697,16
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54310000;Büromaterial;98,99;0;744,86;752
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54311000;Telekommunikation;2.392,52;2.172,11;2.152,31;2.173,83
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54311200;Zeitungen/Fachliteratur;627,5;931,54;950;950
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54311500;Porto;5.890,27;7.832,96;5.733,53;5.791,10
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54413000;Versicherungen;10.957,21;17.878,08;7.935,00;12.014,00
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54490001;Wertberichtigung von Forderungen wg.Unei;208;16.582,87;0;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54710000;Wertveränderungen bei Sachanlagen;837,74;188,01;0;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54770000;Verr.bei Sachanlagen mit allg. Rücklage;-837,74;-188,01;0;0
54;sonstige ordentliche Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;54990007;Ausb.Ford./Erlass;0;0;0;0
57;Bilanzielle Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;57117000;AfA auf Betriebs- und Geschäftsausst.;12.020,57;14.122,87;10.777,80;10.721,39
57;Bilanzielle Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;57117001;Afa auf Betriebs- und Geschäftsaust. EÖB;0;0;0;0
57;Bilanzielle Aufwendungen;60301; Hilfen zur Erziehung ;2;1.100.06.03.01;57118000;AfA auf geringwertige Wirtschaftsgüter;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;41401000;ZB Unterhaltsvorschuss;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;41411006;ZL Unterhaltsvorschuss;-656.989,12;-632.510,55;-607.000,00;-607.000,00
44;Privatrechtliche Leistungsentgelte;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;44820003;Erst. Unterhaltsvorschussgesetz Leistung;-12.871,00;-23.270,54;-11.220,00;-11.601,00
44;Privatrechtliche Leistungsentgelte;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;44880007;Erstattung Unterhaltspflichtiger;-263.513,98;-313.922,38;-336.710,00;-348.158,00
44;Privatrechtliche Leistungsentgelte;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;44880024;Erstattung UVG Leistungsbezogene;-22.326,08;-30.397,85;-27.729,00;-28.672,00
45;sonstige ordentliche Erträge;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;45611000;Zwangsgelder;0;0;-67;-69
45;sonstige ordentliche Erträge;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;45820000;Erträge aus der Auflösung von Rückstellu;0;0;0;0
45;sonstige ordentliche Erträge;60302; Beistand, Amtsvormundschaften u. a. ;1;1.100.06.03.02;45829001;Erträge aus der Auflösung RS Prozesskost;-576;-2.546,17;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50110000;Bezüge Beamte;292.870,87;383.594,93;288.017,00;321.363,00
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50120000;Vergütungen tariflich Beschäftigte;183.352,18;323.465,59;197.356,00;210.027,00
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50220000;Versorgungskassenb. tarifl. Beschäftigte;14.654,63;25.798,67;15.844,00;16.669,00
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;35.429,28;63.966,45;39.330,00;42.080,00
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50410000;Beihilfen und Unterstützungsleistungen f;17.840,00;22.825,89;20.231,16;21.331,20
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50411000;Beihilf. u.a.taBesch;36,58;103,28;57,36;126,24
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50510000;Rückstellungen für Pensionsverpflichtung;112.096,34;179.304,75;118.511,00;167.320,00
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50610000;Rückstellungen für Beihilfen;37.932,96;42.597,33;31.600,00;31.535,00
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50710000;Zuf. Altersteilzeit Rückstellung Beamte;0;0;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50720000;Zuf. ATZ-RS tBesch;0;0;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50811000;RS Urlaub Beamte;-2.425,66;9.902,31;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50812000;RS Urlaub tarifl. Beschäftigte;1.026,58;292,95;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50813000;RS Überstunden Beamte;1.956,51;798,57;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50814000;RS Überstunden tarifl.Beschäftigte;-69,65;5.796,60;0;0
50;Personalaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;50911000;Zuführ. Rückstellung Besoldungsnachzahlu;0;0;0;0
51;Versorgungsaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;51210000;Beitr. Versorgungsk. Versorgungsempfänge;1.575,44;2.095,30;1.601,04;1.780,80
51;Versorgungsaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;30.458,64;29.626,92
51;Versorgungsaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;51510000;Zuf. Pensionsrückst. Versorgungsempf.;130.023,14;216.251,18;103.336,00;158.015,00
51;Versorgungsaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;51610000;Zuf. Beihilferückst. Versorgungsempf.;44.190,78;51.994,77;28.109,00;31.097,00
51;Versorgungsaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;51711000;Zuführ. Rückstellung Besoldungsnz. Verso;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;52351000;Managemententgelte ZGM;44.004,00;44.004,00;44.004,00;44.004,00
52;Aufwendungen für Sach- und Dienstleistungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;52550000;Unterhaltung des so. bewegl. Vermögens;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;52550013;Erwerb Vermögensgegenstände < 410 Euro;0;0;600;600
52;Aufwendungen für Sach- und Dienstleistungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;52810062;Sachkosten Vormundschaften;287,91;155,63;300;300
53;Transferaufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;53390001;Unterhaltsvorschuss;1.380.870,10;1.351.346,97;1.400.000,00;1.400.000,00
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54111000;Fahrtkostenerstattung Beamte;66,08;76,3;278;90
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54111100;Fahrtkostenerstattung tariflich Beschäft;170,03;632;0;0
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54120001;Dienst-/Schutzkleidung;0;0;0;0
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54291000;Prozesskosten;4.320,00;1.220,82;2.000,00;0
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54294000;Verwaltungskostenbeitrag RVK;1.269,91;1.598,45;1.327,92;1.533,12
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54310000;Büromaterial;0;0;744,86;752
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54311000;Telekommunikation;2.392,52;2.172,11;2.152,31;2.173,83
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54311200;Zeitungen/Fachliteratur;624,9;359,5;850;850
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54311500;Porto;5.890,27;7.832,96;5.733,53;5.791,10
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54313000;Mitgliedsbeiträge;2.062,00;2.062,00;2.062,00;2.062,00
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54490001;Wertberichtigung von Forderungen wg.Unei;0;0;0;0
54;sonstige ordentliche Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;54990003;Weiterleitung Einnahmen;101.102,22;127.368,63;139.408,00;140.802,00
57;Bilanzielle Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;57117000;AfA auf Betriebs- und Geschäftsausst.;871,74;966,47;929,25;677,56
57;Bilanzielle Aufwendungen;60302; Beistand, Amtsvormundschaften u. a. ;2;1.100.06.03.02;57117001;Afa auf Betriebs- und Geschäftsaust. EÖB;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;80201; Turnhalle GGS Hülsdonk ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80201; Turnhalle GGS Hülsdonk ;1;;;;0;0;0;0
50;Personalaufwendungen;80201; Turnhalle GGS Hülsdonk ;2;;;;8.138,00;4.311,40;0;0
51;Versorgungsaufwendungen;80201; Turnhalle GGS Hülsdonk ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80201; Turnhalle GGS Hülsdonk ;2;;;;55.776,72;46.882,46;0;0
54;sonstige ordentliche Aufwendungen;80201; Turnhalle GGS Hülsdonk ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80201; Turnhalle GGS Hülsdonk ;2;;;;285,76;285,76;0;0
43;öffentlich-rechtliche Leistungsentgelte;80202; Turnhalle GGS Gebrüder-Grimm ;1;;;;-187,5;-232,5;0;0
45;sonstige ordentliche Erträge;80202; Turnhalle GGS Gebrüder-Grimm ;1;;;;0;-130.467,90;0;0
50;Personalaufwendungen;80202; Turnhalle GGS Gebrüder-Grimm ;2;;;;9.176,74;4.318,77;0;0
51;Versorgungsaufwendungen;80202; Turnhalle GGS Gebrüder-Grimm ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80202; Turnhalle GGS Gebrüder-Grimm ;2;;;;261.598,54;37.973,14;0;0
54;sonstige ordentliche Aufwendungen;80202; Turnhalle GGS Gebrüder-Grimm ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80202; Turnhalle GGS Gebrüder-Grimm ;2;;;;273,45;950,89;0;0
43;öffentlich-rechtliche Leistungsentgelte;80203; Turnhalle GGS Eichendorff ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80203; Turnhalle GGS Eichendorff ;1;;;;0;-9.420,05;0;0
50;Personalaufwendungen;80203; Turnhalle GGS Eichendorff ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80203; Turnhalle GGS Eichendorff ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80203; Turnhalle GGS Eichendorff ;2;;;;65.504,81;43.842,16;0;0
54;sonstige ordentliche Aufwendungen;80203; Turnhalle GGS Eichendorff ;2;;;;231,81;121,82;0;0
45;sonstige ordentliche Erträge;80204; Turnhalle GGS Astrid-Lindgren ;1;;;;0;0;0;0
50;Personalaufwendungen;80204; Turnhalle GGS Astrid-Lindgren ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80204; Turnhalle GGS Astrid-Lindgren ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80204; Turnhalle GGS Astrid-Lindgren ;2;;;;62.708,81;42.205,81;0;0
54;sonstige ordentliche Aufwendungen;80204; Turnhalle GGS Astrid-Lindgren ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80204; Turnhalle GGS Astrid-Lindgren ;2;;;;0;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;80205; Turnhalle GGS Eschenburg ;1;;;;0;-75;0;0
45;sonstige ordentliche Erträge;80205; Turnhalle GGS Eschenburg ;1;;;;0;0;0;0
50;Personalaufwendungen;80205; Turnhalle GGS Eschenburg ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80205; Turnhalle GGS Eschenburg ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80205; Turnhalle GGS Eschenburg ;2;;;;43.532,81;44.386,17;0;0
54;sonstige ordentliche Aufwendungen;80205; Turnhalle GGS Eschenburg ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80205; Turnhalle GGS Eschenburg ;2;;;;193,96;193,95;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;80205; Turnhalle GGS Eschenburg ;5;;;;0;0;0;0
