Einzelplan;EPL-Bezeichnung;Kapitel;Kap_Bezeichnung;Haushaltsstelle;Zweckbestimmung;Ansatz für 2017  (EUR);Ansatz für 2018  (EUR);E/A;TGr-Titel;TGR_Kurzbezeichnung;Funktion;Funktionenplan.Kurzbezeichnung;Aufgabenschlüssel;Aufgabenschlüssel.Kurzbezeichnung
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-518 10;Mieten und Pachten;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-519 10;Unterhaltung der Grundstücke und baulichen Anlagen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-525 10;Aus- und Fortbildung der Bediensteten sowie Maßnahmen der Personal- und Organisationsentwicklung;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1130 0110;Aus- und Fortbildung in der Rechtspflege
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-526 10;Ausgaben für Sachverständige, Gerichtskosten und ähnliche Ausgaben;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-527 10;Reisekostenvergütungen für Dienstreisen und Reisen in Personalvertretungsangelegenheiten und in Angelegenheiten schwerbehinderter Menschen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-532 11;Entschädigungen beigeordneter Anwältinnen und Anwälte;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-532 12;Zeugenentschädigungen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-532 13;Sachverständigenentschädigungen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-532 14;Untersuchungs- und Unterbringungskosten;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-532 16;Sonstige Verfahrensauslagen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-532 17;Reisekosten des Gerichts;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-547 10;Nicht aufteilbare sächliche Verwaltungsausgaben;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-681 10;Schadensersatzleistungen und Unfallentschädigungen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-812 10;Erwerb von Geräten und sonstigen beweglichen Sachen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1112;Landessozialgericht Niedersachsen - Bremen;1112-981 11;Abführung an 13 21 - 381 11;0;0;A;0;;891;Haushaltstechnische Verrechnungen;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-112 10;Geldstrafen, Geldbußen, Gerichtskosten;4.489.000;4.489.000;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-119 10;Sonstige Verwaltungseinnahmen;4.000;4.000;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-232 10;Erstattungen der Freien Hansestadt Bremen zu den Kosten des Landessozialgerichts Niedersachsen-Bremen;0;0;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-412 10;Entschädigung der ehrenamtlichen Richterinnen, Richter, Beisitzerinnen und Beisitzer;495.000;495.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0410;Personal
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-422 10;Bezüge und Nebenleistungen der Beamtinnen, Beamten, Richterinnen und Richter;25.340.000;25.643.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0410;Personal
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-427 10;Beschäftigungsentgelte, Vergütungen, Honorare für nebenamtlich und nebenberufliche Tätige;17.000;18.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0410;Personal
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-428 10;Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Beschäftigte);0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0410;Personal
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-459 10;Sonstige personalbezogene Ausgaben;56.000;56.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0410;Personal
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-511 10;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;1.045.000;1.045.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-514 10;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;22.000;22.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-517 10;Bewirtschaftung der Grundstücke, Gebäude und Räume;117.000;117.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-518 10;Mieten und Pachten;247.000;247.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-519 10;Unterhaltung der Grundstücke und baulichen Anlagen;25.000;25.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-525 10;Aus- und Fortbildung der Bediensteten sowie Maßnahmen der Personal- und Organisationsentwicklung;46.000;46.000;A;0;;051;Gerichte und Staatsanwaltschaften;1130 0110;Aus- und Fortbildung in der Rechtspflege
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-526 10;Ausgaben für Sachverständige, Gerichtskosten und ähnliche Ausgaben;11.000;11.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-527 10;Reisekostenvergütungen für Dienstreisen und Reisen in Personalvertretungsangelegenheiten und in Angelegenheiten schwerbehinderter Menschen;35.000;35.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-529 10;Zur Verfügung der Präsidentin oder des Präsidenten des Landessozialgerichts;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-532 11;Entschädigungen beigeordneter Anwältinnen und Anwälte;3.500.000;3.500.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-532 12;Zeugenentschädigungen;180.000;180.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-532 13;Sachverständigenentschädigungen;11.583.000;11.583.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-532 14;Untersuchungs- und Unterbringungskosten;5.000;5.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-532 16;Sonstige Verfahrensauslagen;5.000;5.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-532 17;Reisekosten des Gerichts;1.000;1.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-547 10;Nicht aufteilbare sächliche Verwaltungsausgaben;30.000;30.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-632 10;Erstattungen an die Freie Hansestadt Bremen zu den Kosten des Landessozialgerichts Bremen;40.000;40.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-681 10;Schadensersatzleistungen und Unfallentschädigungen;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-812 10;Erwerb von Geräten und sonstigen beweglichen Sachen;28.000;28.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1113;Landessozialgericht und Sozialgerichte - budg.;1113-981 11;Abführung an 13 21 - 381 11;1.001.000;1.001.000;A;0;;891;Haushaltstechnische Verrechnungen;1110 0420;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-112 10;Gerichtskosten, Geldstrafen, Geldbußen, Sicherheitsleistungen;55.889.000;54.973.000;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-119 10;Sonstige Verwaltungseinnahmen;170.000;170.000;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-235 10;Zuweisungen der Bundesagentur für Arbeit und anderer Träger im Rahmen von Maßnahmen zur Arbeitsbeschaffung;0;0;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-412 10;Entschädigung der ehrenamtlichen Richterinnen, Richter, Beisitzerinnen und Beisitzer;333.000;333.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-422 10;Bezüge und Nebenleistungen der Beamtinnen, Beamten, Richterinnen und Richter;57.070.000;58.685.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-427 10;Beschäftigungsentgelte, Vergütungen, Honorare für nebenamtlich und nebenberuflich Tätige;218.000;223.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-428 10;Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Beschäftigte);0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-459 10;Entschädigungen der Vollstreckungsbeamtinnen und Vollstreckungsbeamten (einschl. Reisekosten und sonstiger barer Auslagen);3.504.000;3.504.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-459 11;Sonstige personalbezogene Ausgaben;392.000;392.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-511 10;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;4.748.000;3.194.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-514 10;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;47.000;47.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-517 10;Bewirtschaftung der Grundstücke, Gebäude und Räume;2.176.000;2.214.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-518 10;Mieten und Pachten;180.000;100.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-519 10;Unterhaltung der Grundstücke und baulichen Anlagen;90.000;90.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-525 10;Aus- und Fortbildung der Bediensteten sowie Maßnahmen der Personal- und Organisationsentwicklung;161.000;161.000;A;0;;051;Gerichte und Staatsanwaltschaften;1130 0110;Aus- und Fortbildung in der Rechtspflege
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-526 10;Zinsen hinterlegter Gelder und Auslagen in Hinterlegungssachen;54.000;54.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-526 11;Augaben für Sachverständige, Gerichtskosten und ähnliche Ausgaben;14.000;14.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-527 10;Reisekostenvergütungen für Dienstreisen und Reisen in Personalvertretungsangelegenheiten und in Angelegenheiten schwerbehinderter Menschen;112.000;112.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-529 10;Zur Verfügung der Präsidentin/des Präsidenten des Oberlandesgerichts;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 11;Entschädigungen beigeordneter Anwältinnen und Anwälte;9.400.000;9.400.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 12;Zeugenentschädigungen;650.000;650.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 13;Sachverständigenentschädigungen;10.926.000;10.926.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 14;Untersuchungs- und Unterbringungskosten;1.263.000;1.263.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 15;Bekanntmachungskosten;307.000;307.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 16;Sonstige Verfahrensauslagen;153.000;153.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 17;Reisekosten des Gerichts;30.000;30.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 18;Kosten der Beratungshilfe;1.800.000;1.800.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 19;Entschädigungen aufgrund des Betreuungsgesetzes;21.400.000;21.400.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 20;Vergütungen und Auslagen nach der Insolvenzrechtlichen Vergütungsordnung;2.807.000;2.807.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-532 21;Vergütung der beigeordneten psychosozialen Prozessbegleiterinnen und Prozessbegleiter;153.000;153.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-547 10;Nicht aufteilbare sächliche Verwaltungsausgaben;260.000;87.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-681 10;Schadensersatzleistungen und Unfallentschädigungen;35.000;35.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-681 11;Entschädigungen (auch aus Billigkeitsgründen) an Beschuldigte in Strafsachen;424.000;424.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-812 10;Erwerb von Geräten und sonstigen beweglichen Sachen;88.000;88.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1116;Oberlandesgerichtsbezirk Braunschweig - budgetiert;1116-981 11;Abführung an 13 21 - 381 11;5.545.000;5.545.000;A;0;;891;Haushaltstechnische Verrechnungen;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-112 10;Gerichtskosten, Geldstrafen, Geldbußen, Sicherheitsleistungen;199.772.000;199.772.000;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-119 04;Einnahmen aus dem Verkauf des Firmentickets;0;0;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-119 10;Sonstige Verwaltungseinnahmen;309.000;309.000;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-235 10;Zuweisungen der Bundesagentur für Arbeit und anderer Träger im Rahmen von Maßnahmen zur Arbeitsbeschaffung;0;0;E;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-412 10;Entschädigung der ehrenamtlichen Richterinnen, Richter, Beisitzerinnen und Beisitzer;1.180.000;1.180.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-422 10;Bezüge und Nebenleistungen der Beamtinnen, Beamten, Richterinnen und Richter;165.848.000;170.518.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-427 10;Beschäftigungsentgelte, Vergütungen, Honorare für nebenamtlich und nebenberuflich Tätige;417.000;425.000;A;0;;051;Gerichte und Staatsanwaltschaften;1130 0110;Aus- und Fortbildung in der Rechtspflege
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-428 10;Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Beschäftigte);0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-459 10;Entschädigungen der Vollstreckungsbeamtinnen und Vollstreckungsbeamten (einschl. Reisekosten und sonstiger barer Auslagen);10.337.000;10.337.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-459 11;Sonstige personalbezogene Ausgaben;314.000;314.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0110;Personal
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-511 10;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;10.957.000;10.969.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-514 10;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;136.000;136.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-517 10;Bewirtschaftung der Grundstücke, Gebäude und Räume;5.788.000;5.788.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-518 10;Mieten und Pachten;2.305.000;2.305.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-519 10;Unterhaltung der Grundstücke und baulichen Anlagen;807.000;807.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-525 10;Aus- und Fortbildung der Bediensteten sowie Maßnahmen der Personal- und Organisationsentwicklung;475.000;475.000;A;0;;051;Gerichte und Staatsanwaltschaften;1130 0110;Aus- und Fortbildung in der Rechtspflege
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-526 10;Zinsen hinterlegter Gelder und Auslagen in Hinterlegungssachen;100.000;100.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-526 11;Ausgaben für Sachverständige, Gerichtskosten und ähnliche Ausgaben;104.000;104.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-527 10;Reisekostenvergütungen für Dienstreisen und Reisen in Personalvertretungsangelegenheiten und in Angelegenheiten schwerbehinderter Menschen;269.000;269.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-529 10;Zur Verfügung der Präsidentin/des Präsidenten des Oberlandesgerichts;0;0;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-532 11;Entschädigungen beigeordneter Anwältinnen und Anwälte;31.000.000;31.000.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-532 12;Zeugenentschädigungen;2.380.000;2.380.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-532 13;Sachverständigenentschädigungen;34.132.000;34.132.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-532 14;Untersuchungs- und Unterbringungskosten;2.589.000;2.589.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
11;Justizministerium;1117;Oberlandesgerichtsbezirk Celle - budgetiert;1117-532 15;Bekanntmachungskosten;656.000;656.000;A;0;;051;Gerichte und Staatsanwaltschaften;1110 0120;Ausstattung, Betrieb und sonstige Aufgaben
